country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category,lat,lon
Pakistan,Khanpur,180,4,2,1,22,1,9,1,180,4,28.6477403,70.656008
Guatemala,San Andres Itzapa,63,2,1,1,27,1,1,1,63,2,14.620779,-90.8441322
Costa Rica,San Antonio,46,1,1,1,26,1,0,1,46,1,9.984867999999999,-84.25042273525673
Mexico,San Francisco Del Rincon,45,1,1,1,32,1,0,1,45,1,21.0166683,-101.854624
Italy,San Giuliano Milanese,86,2,1,1,65,2,0,1,86,2,45.3949933,9.2842979
Italy,San Giuseppe Vesuviano,73,2,1,1,73,2,0,1,56,2,40.829811,14.504436
Philippines,San Jacinto,89,2,1,1,27,1,6,1,89,2,16.0735396,120.4370716
Dominican Republic,San Juan De La Maguana,102,3,1,1,36,1,0,1,102,3,18.8068129,-71.2276951
Philippines,San Miguel,153,4,3,1,19,1,9,1,153,4,9.9863216,124.3385695
Mexico,San Nicolas De Los Garza,67,2,1,1,33,1,4,1,67,2,25.7558021,-100.289648
Guatemala,San Pedro Sacatepequez,57,2,1,1,25,1,1,1,57,2,14.9675936,-91.7780422
India,Sanawad,190,4,2,1,31,1,3,1,190,4,22.1716912,76.0724656
Cuba,Sancti Spiritus,53,2,1,1,25,1,1,1,53,2,21.9275667,-79.443211
Bulgaria,Sandanski,55,2,1,1,45,1,0,1,55,2,41.5654156,23.2786429
United States of America,Sandy Springs,69,2,1,1,69,2,3,1,29,1,33.9242688,-84.3785379
Guatemala,Santa Catarina Pinula,57,2,1,1,24,1,0,1,57,2,14.5696471,-90.4978338
,Santa Flavia,61,2,1,1,47,1,0,1,61,2,38.0813306,13.5254399
United States of America,Santa Monica,116,3,3,1,14,1,25,1,116,3,34.0194704,-118.491227
El Salvador,Santa Rosa De Lima,71,2,1,1,37,1,3,1,71,2,13.6259196,-87.8911322
Colombia,Santa Rosa,64,2,1,1,31,1,0,1,64,2,1.7018257,-76.5725868
Venezuela (Bolivarian Republic of),Santa Teresa,53,2,1,1,28,1,1,1,53,2,10.23409,-66.66308
Brazil,Santos Dumont,39,1,0,1,22,1,0,1,39,1,-21.455867,-43.5522107
Portugal,Sao Felix Da Marinha,41,1,0,1,41,1,0,1,20,1,41.0305323,-8.6290322
Brazil,Sao Joaquim Da Barra,38,1,1,1,26,1,0,1,38,1,-20.5814993,-47.8608238
Brazil,Sao Joaquim,14,1,0,1,14,1,0,1,10,1,-28.2924972,-49.9353255
Brazil,Sao Miguel Do Araguaia,17,1,0,1,17,1,0,1,10,1,-13.2726442,-50.1627219
Brazil,Sao Sepe,24,1,0,1,18,1,0,1,24,1,-30.167219,-53.5690914
Brazil,Sapiranga,47,1,1,1,17,1,1,1,47,1,-29.6392382,-51.0068586
United States of America,Coconut Creek,81,2,2,1,18,1,12,1,81,2,26.2517482,-80.1789351
El Salvador,Cojutepeque,123,3,4,1,1,1,16,1,123,3,13.7217396,-88.9345406
Italy,Colleferro,72,2,1,1,37,1,3,1,72,2,41.727033,13.0041576
Brazil,Conceicao Das Alagoas,35,1,1,1,4,1,1,1,35,1,-19.9194009,-48.3803414
United States of America,Conroe,81,2,2,1,12,1,10,1,81,2,30.3118769,-95.4560512
Italy,Cordenons,67,2,1,1,39,1,2,1,67,2,46.003731,12.718653395250298
Brazil,Coremas,27,1,0,1,10,1,1,1,27,1,-7.0175897,-37.9465062
Nicaragua,Corinto,69,2,1,1,14,1,3,1,69,2,12.4816978,-87.1742553
Canada,Courtenay,47,1,1,1,36,1,0,1,47,1,49.6894061,-124.9954959
Belgium,Couvin,62,2,1,1,37,1,3,1,62,2,50.0524906,4.4955009
Canada,Cowansville,63,2,1,1,28,1,3,1,63,2,45.2076125,-72.7479195
United States of America,Creve Coeur,60,2,2,1,24,1,13,1,60,2,38.6613007,-90.4423653
,Crotone,44,1,1,1,44,1,0,1,44,1,39.0806223,17.127196
India,Dahegam,154,4,1,1,38,1,1,1,154,4,23.168191,72.8223276
Brazil,Chapeco,46,1,1,1,5,1,4,1,46,1,-27.0922364,-52.6166878
United States of America,Chapel Hill,60,2,2,1,34,1,7,1,60,2,35.9131542,-79.05578
France,Chartres,38,1,1,1,29,1,2,1,38,1,48.4438601,1.4881434
India,Chas,154,4,3,1,92,2,2,1,154,4,23.6327987,86.1754033
India,Chechat,182,4,1,1,38,1,0,1,182,4,24.764992,75.8871173
India,Chengalpattu,70,2,1,1,40,1,1,1,70,2,12.6840886,79.9836371
India,Chengam,34,1,1,1,29,1,0,1,34,1,12.3075866,78.7931408
China,Chengmai,66,2,2,1,66,2,1,1,63,2,19.7381177,110.0044422
Peru,Chepen,81,2,2,1,9,1,3,1,81,2,-7.2285214,-79.4277749
France,Cherbourg,49,1,1,1,13,1,10,1,49,1,49.6425343,-1.6249565
India,Chhapra,149,3,3,1,99,2,2,1,149,3,25.7784105,84.7514507
Mexico,Chiautempan,191,4,3,1,6,1,12,1,191,4,19.313889,-98.1925
Guatemala,Chichicastenango,61,2,2,1,7,1,5,1,61,2,14.9428673,-91.1116613
India,Chicholi,160,4,2,1,87,2,0,1,160,4,21.3590207,79.6085466
Mexico,Chimalhuacan,228,5,4,1,2,1,21,1,228,5,19.4339293,-98.9580149
India,Chinchani,112,3,1,1,24,1,0,1,112,3,16.4219558,74.5310514
Russia,Chita,39,1,1,1,39,1,0,1,17,1,52.033409,113.500893
United Republic of Tanzania,Chiungutwa,47,1,1,1,20,1,0,1,47,1,-10.8929636,38.9872248
Argentina,Chivilcoy,16,1,0,1,16,1,1,1,14,1,-34.8969591,-60.0190499
Republic of Moldova,Cimislia,43,1,1,1,43,1,0,1,16,1,46.5214777,28.7832993
Italy,Cingoli,45,1,1,1,45,1,2,1,45,1,43.3738411,13.2163133
United States of America,Clearfield,56,2,1,1,6,1,13,1,56,2,40.800693,-94.4756885
Netherlands,Ommen,32,1,0,1,32,1,1,1,28,1,52.510346999999996,6.452424670840507
Russia,Ordynskoye,36,1,1,1,36,1,0,1,29,1,54.366676,81.904022
Philippines,Oroquieta,93,2,1,1,18,1,0,1,93,2,8.4858864,123.8077767
United States of America,Oskaloosa,65,2,2,1,20,1,8,1,65,2,41.2951037,-92.6448451
Chile,Osorno,67,2,2,1,3,1,10,1,67,2,-40.5732371,-73.1358145
Germany,Osterholz Scharmbeck,32,1,0,1,29,1,1,1,32,1,53.2281763,8.7948239
Brazil,Ouro Fino,22,1,0,1,22,1,0,1,11,1,-22.283056,-46.369167
United States of America,Owings Mills,53,2,1,1,32,1,5,1,53,2,39.4105423,-76.7916963
Brazil,Pacatuba,31,1,0,1,20,1,1,1,31,1,-3.9841,-38.6180383
Indonesia,Pacet,98,2,2,1,84,2,1,1,98,2,-7.6665791,112.5371895
Mexico,Pachuca,142,3,2,1,14,1,6,1,142,3,20.1165413,-98.7413535
France,Paea,32,1,0,1,32,1,0,1,13,1,-17.689001,-149.5849327
Peru,Paijan,31,1,0,1,19,1,1,1,31,1,-7.7342569,-79.3032804
Chile,Paine,194,4,12,1,0,1,19,1,194,4,-33.8101102,-70.7390236
Spain,Palamos,35,1,1,1,35,1,1,1,35,1,41.8495354,3.1278785
United States of America,Palatine,80,2,3,1,7,1,25,1,80,2,42.1105779,-88.0336888
India,Pallavaram,82,2,1,1,28,1,2,1,82,2,10.7243266,79.6841025
United States of America,Panama City,54,2,1,1,21,1,4,1,54,2,30.1586518,-85.6602936
United States of America,Weston,50,1,1,1,36,1,3,1,50,1,26.1003392,-80.399513
United States of America,Winter Park,52,2,1,1,21,1,12,1,52,2,28.5977707,-81.3510264
Switzerland,Winterthur,43,1,1,1,25,1,2,1,43,1,47.4991723,8.7291498
South Africa,Wolmaranstad,103,3,1,1,12,1,9,1,103,3,-27.1896165,25.9668875
Poland,Wolsztyn,31,1,1,1,27,1,1,1,31,1,52.11725,16.1126622
Indonesia,Wonosobo,81,2,2,1,48,1,0,1,81,2,-7.0471052,109.8840032
United States of America,Wyckoff,59,2,1,1,26,1,10,1,59,2,41.0095417,-74.1729222
Mexico,Xalatlaco,152,4,3,1,6,1,17,1,152,4,19.1843821,-99.4145622
China,Xinyu,107,3,4,1,89,2,3,1,107,3,27.8214162,114.9124505
Mexico,Xoxocotla,72,2,2,1,8,1,9,1,72,2,18.648422,-97.1508146
Russia,Yablonovskiy,46,1,1,1,42,1,4,1,46,1,44.9864341,38.9382841
Russia,Yalutorovsk,32,1,1,1,32,1,0,1,21,1,56.654934,66.312752
Russia,Yaransk,33,1,1,1,32,1,1,1,33,1,57.3042882,47.8855774
Japan,Yashiro,41,1,1,1,41,1,1,1,39,1,34.8456683,134.6974454
Japan,Yatsuo,43,1,1,1,43,1,0,1,26,1,36.5826521,137.1375813
Japan,Yawata,46,1,1,1,46,1,0,1,23,1,34.860714,135.7164
Russia,Yelizovo,32,1,1,1,32,1,1,1,11,1,53.1864972,158.3836712
Turkey,Yenisehir,37,1,1,1,37,1,0,1,19,1,37.9200463,40.2298991
China,Yushan,163,4,5,1,163,4,14,1,157,4,28.6839525,118.2402868
Russia,Yuzha,48,1,1,1,29,1,2,1,48,1,56.5840428,42.0109249
Poland,Zabkowice Slaskie,45,1,1,1,20,1,3,1,45,1,50.5892698,16.8111518
El Salvador,Zacatecoluca,78,2,2,1,10,1,13,1,78,2,13.5073161,-88.8702064
Poland,Zakopane,52,2,0,1,36,1,0,1,52,2,49.2969114,19.9504753
Hungary,Zalaegerszeg,79,2,1,1,39,1,1,1,79,2,46.8415803,16.8456316
Libya,Zaltan,56,2,1,1,51,2,0,1,56,2,32.9461461,11.866804
China,Zaozhuang,160,4,3,1,160,4,3,1,87,2,34.8108822,117.3178922
Spain,Zarautz,42,1,0,1,39,1,0,1,42,1,43.2834873,-2.1723467
Russia,Zarinsk,44,1,1,1,44,1,0,1,33,1,53.707915,84.9348606
Malta,Zebbug,53,2,1,1,51,2,1,1,53,2,35.8725956,14.4398593
Belgium,Zedelgem,33,1,0,1,31,1,1,1,33,1,51.1389736,3.1395587
China,Zhaocheng,172,4,4,1,172,4,2,1,154,4,36.3826354,111.6801701
Côte d'Ivoire,Zuenoula,48,1,1,1,14,1,0,1,48,1,7.4280208,-6.0500349
Georgia,Zugdidi,50,1,1,1,34,1,0,1,50,1,42.5067616,41.8713297
Belgium,Zulte,36,1,0,1,29,1,2,1,36,1,50.9400485,3.475305501634618
Indonesia,Weleri,81,2,2,1,58,2,0,1,81,2,-6.9721049,110.0747144
China,Wenzhou,145,3,2,1,145,3,1,1,117,3,27.9963899,120.695345
Germany,Werder,31,1,0,1,29,1,1,1,31,1,53.7164587,13.3581433
Germany,Wesseling,30,1,0,1,25,1,2,1,30,1,50.8247166,6.9810852
United Kingdom of Great Britain and Northern Ireland,Widnes,32,1,1,1,21,1,6,1,32,1,53.3646888,-2.7283328
United States of America,Wilkinsburg,51,2,1,1,39,1,3,1,51,2,40.4418068,-79.8819609
United States of America,Willmar,46,1,1,1,33,1,3,1,46,1,45.1219492,-95.0435373
United States of America,Winston Salem,83,2,3,1,5,1,19,1,83,2,36.0998131,-80.2440518
France,Wittenheim,42,1,1,1,26,1,2,1,42,1,47.8080799,7.3373681
Germany,Wunstorf,29,1,0,1,29,1,1,1,29,1,52.4257979,9.4294425
China,Xingtai,188,4,5,1,188,4,5,1,162,4,37.0616519,114.499746
,Vieste,66,2,1,1,59,2,0,1,66,2,41.8827595,16.1791791
France,Villeneuve Saint Georges,31,1,1,1,28,1,2,1,31,1,48.7305272,2.44782
Panama,Vista Alegre,67,2,2,1,19,1,7,1,67,2,8.1200787,-77.6156272
Netherlands,Vlissingen,33,1,0,1,32,1,1,1,33,1,51.4480929,3.5697992
Romania,Voluntari,63,2,2,1,41,1,5,1,63,2,44.4902779,26.1772794
Serbia,Vranje,55,2,1,1,40,1,0,1,55,2,42.5558337,21.8976673
Russia,Vytegra,29,1,1,1,29,1,0,1,2,1,61.006498,36.4514921
Germany,Wachtersbach,29,1,0,1,29,1,1,1,28,1,50.2544683,9.2924223
Japan,Wakuya,43,1,1,1,43,1,0,1,25,1,38.5396261,141.1281056
Germany,Waldbrol,30,1,0,1,27,1,2,1,30,1,50.8751813,7.6159479
Germany,Waldkraiburg,49,1,1,1,30,1,3,1,49,1,48.2058812,12.4044209
United States of America,Walker Mill,52,2,1,1,32,1,5,1,52,2,38.8753903,-76.888306
Germany,Walldurn,30,1,0,1,30,1,1,1,25,1,49.5833,9.36667
Thailand,Wapi Pathum,58,2,0,1,29,1,0,1,58,2,15.8428831,103.3799977
Japan,Warabi,65,2,1,1,65,2,3,1,36,1,35.8263705,139.6791302
India,Waraseoni,153,4,1,1,39,1,0,1,153,4,21.7646404,80.0492523
Germany,Waren,36,1,1,1,28,1,2,1,36,1,53.5156249,12.6850606
Papua New Guinea,Wau,17,1,0,1,17,1,0,1,7,1,-7.3403142,146.7172732
Poland,Wegorzewo,40,1,1,1,40,1,0,1,12,1,54.2138162,21.7416569
Italy,San Giovanni In Fiore,65,2,1,1,48,1,1,1,65,2,39.2536724,16.6978044
Spain,San Lorenzo De El Escorial,23,1,1,1,23,1,3,1,16,1,40.5926673,-4.1471642
Italy,San Pancrazio Salentino,56,2,1,1,56,2,2,1,50,1,40.4191334,17.8393854
Honduras,San Pedro Sula,79,2,1,1,9,1,2,1,79,2,15.5062156,-88.0248937
Italy,San Salvo,46,1,2,1,41,1,5,1,46,1,42.0433265,14.7272302
India,Sanand,162,4,1,1,35,1,0,1,162,4,22.9924509,72.3825613
Romania,Sangeorz Bai,42,1,1,1,37,1,0,1,42,1,47.3682338,24.674172
India,Sangrur,142,3,3,1,134,3,0,1,142,3,30.2432006,75.8358123
Honduras,Santa Cruz De Yojoa,80,2,1,1,5,1,3,1,80,2,14.9817062,-87.8907427
Brazil,Santa Isabel,161,4,6,1,2,1,16,1,161,4,-15.3000401,-49.4271365
Brazil,Santana Do Livramento,18,1,1,1,18,1,0,1,6,1,-30.8894097,-55.5317694
Spain,Santander,44,1,0,1,44,1,0,1,25,1,43.4620412,-3.8099719
Brazil,Santo Amaro Da Imperatriz,94,2,3,1,15,1,6,1,94,2,-27.6865324,-48.7769405
Brazil,Santo Augusto,26,1,1,1,15,1,0,1,26,1,-27.852577,-53.777605
Brazil,Sao Caetano Do Sul,182,4,8,1,0,1,26,1,182,4,-23.6195923,-46.5688323
Brazil,Sao Gabriel,18,1,1,1,15,1,1,1,18,1,-30.334214,-54.3227149
Brazil,Sao Jose Da Tapera,22,1,0,1,11,1,1,1,22,1,-9.5584287,-37.3818893
Brazil,Sao Jose De Ribamar,53,2,1,1,20,1,0,1,53,2,-2.5609115,-44.0559509
Brazil,Sao Lourenco,62,2,2,1,4,1,5,1,62,2,-22.116389,-45.054167
Italy,Marigliano,49,1,1,1,49,1,3,1,49,1,40.9249138,14.4568673
Brazil,Maringa,22,1,1,1,8,1,1,1,22,1,-23.425269,-51.9382078
Iran (Islamic Republic of),Marivan,84,2,1,1,48,1,0,1,84,2,35.5270000,46.1763
Madagascar,Maroantsetra,22,1,0,1,22,1,0,1,7,1,-15.4348742,49.7422912
Indonesia,Martapura,28,1,1,1,20,1,0,1,28,1,-3.4086465,114.848837
Lesotho,Maseru,134,3,6,1,5,1,3,1,134,3,-29.310054,27.478222
Belarus,Masty,35,1,1,1,35,1,0,1,18,1,53.4134113,24.5428406
Canada,Matane,54,2,0,1,24,1,1,1,54,2,48.8468773,-67.5295498
Brazil,Matelandia,18,1,0,1,18,1,0,1,14,1,-25.2404183,-53.9835004
Bangladesh,Mathbaria,170,4,1,1,34,1,2,1,170,4,22.2875917,89.9592718
Belarus,Mazyr,40,1,1,1,27,1,1,1,40,1,52.0475482,29.2667179
Malaysia,Melaka,61,2,1,1,31,1,0,1,61,2,2.1942647,102.2486651
Uruguay,Melo,25,1,0,1,25,1,0,1,4,1,-32.3680849,-54.1697146
Greece,Menemeni,39,1,1,1,39,1,1,1,18,1,40.6562959,22.9092506
United States of America,Menomonee Falls,66,2,2,1,15,1,16,1,66,2,43.1790768,-88.1170784
France,Merignac,52,2,1,1,28,1,2,1,52,2,44.842168,-0.6469022
South Africa,Messina,55,2,1,1,17,1,1,1,55,2,-22.3453519,30.0268526
Japan,Minamiashigara,62,2,1,1,62,2,1,1,40,1,35.3205738,139.0992405
Mexico,Minatitlan,66,2,1,1,25,1,2,1,66,2,17.992773,-94.5567103
Italy,Minturno,47,1,1,1,47,1,0,1,31,1,41.2629744,13.7465219
,Moche,31,1,1,1,15,1,1,1,31,1,-8.1714148,-79.008936
India,Mokokchung,60,2,2,1,16,1,3,1,60,2,26.3238761,94.5214104
Chad,Mongo,53,2,2,1,10,1,1,1,53,2,12.1842561,18.6842092
Hungary,Monor,64,2,1,1,31,1,3,1,64,2,47.3527433,19.4468404
United States of America,Monroe,65,2,2,1,22,1,14,1,65,2,32.5102427,-92.1032411
Germany,Moosburg,50,1,1,1,29,1,3,1,50,1,48.4667,11.9333
Japan,Moriyama,45,1,1,1,45,1,0,1,24,1,35.0852735,135.9677855
Germany,Mosbach,29,1,0,1,29,1,2,1,25,1,49.3521085,9.1460205
Bosnia and Herzegovina,Mostar,58,2,1,1,39,1,0,1,58,2,43.3435855,17.8076584
Italy,Motta Di Livenza,47,1,1,1,47,1,1,1,41,1,45.77663,12.6105482
United States of America,Mount Vernon,67,2,1,1,42,1,2,1,67,2,40.9125085,-73.8386504
Turkey,Mudanya,36,1,1,1,36,1,1,1,29,1,40.3752582,28.8837929
India,Mudbidri,65,2,0,1,22,1,0,1,65,2,13.0662337,74.9956362
Japan,Muroto,65,2,1,1,65,2,0,1,20,1,33.2898523,134.1522806
Pakistan,Muzaffargarh,191,4,2,1,141,3,2,1,191,4,30.0778083,71.1888419
Brazil,Muzambinho,57,2,2,1,3,1,4,1,57,2,-21.3684325,-46.522317
Myanmar,Myingyan,27,1,0,1,27,1,0,1,20,1,21.4587531,95.3924129
India,Nagda,160,4,1,1,37,1,0,1,160,4,23.4578957,75.4191114
Bangladesh,Nageshwari,86,2,3,1,76,2,1,1,86,2,25.9681024,89.6895759
India,Nagothana,101,3,0,1,23,1,0,1,101,3,18.5440657,73.1362935
,Namerikawa,43,1,1,1,43,1,0,1,24,1,36.7643429,137.3413791
United Republic of Tanzania,Nangomba,36,1,0,1,18,1,0,1,36,1,-10.902697,38.5161362
France,Nantes,38,1,1,1,25,1,2,1,38,1,47.2186371,-1.5541362
Pakistan,Tangi,83,2,1,1,83,2,1,1,80,2,34.301484,71.6518839
Nepal,Tansen,120,3,3,1,72,2,0,1,120,3,27.866366,83.5469084
Japan,Tanushimaru,49,1,1,1,49,1,0,1,31,1,33.35,130.68333
United States of America,Tarboro,52,2,2,1,17,1,11,1,52,2,35.8968236,-77.5358049
Italy,Taurianova,57,2,1,1,56,2,0,1,57,2,38.3550541,16.0147781
Ghana,Tema,120,3,3,1,10,1,3,1,120,3,5.6596441,-0.0096592
Mexico,Tepatlaxco,166,4,3,1,4,1,11,1,166,4,19.066944,-96.844167
France,Tergnier,32,1,1,1,25,1,2,1,32,1,49.6558465,3.2918511
Belgium,Tessenderlo,36,1,1,1,24,1,4,1,36,1,51.0681628,5.0893974
India,Tezu,27,1,1,1,26,1,0,1,27,1,27.9254195,96.1647135
Mexico,Tierra Blanca,73,2,2,1,28,1,3,1,73,2,20.7807493,-100.3803148
Colombia,Tierralta,30,1,1,1,8,1,1,1,30,1,8.171791,-76.0601328
Albania,Tirana,73,2,1,1,45,1,1,1,73,2,41.3281482,19.8184435
Russia,Tobolsk,46,1,1,1,31,1,0,1,46,1,58.1998048,68.2512924
Italy,Tolentino,47,1,1,1,47,1,1,1,24,1,43.2087546,13.2844096
Hungary,Tolna,75,2,1,1,34,1,2,1,75,2,46.4226584,18.7887741
Spain,Tolosa,38,1,0,1,38,1,0,1,35,1,43.1386097,-2.0723558
Russia,Tolyatti,34,1,1,1,34,1,1,1,10,1,53.5149884,49.4073316
Russia,Tomsk,31,1,1,1,31,1,0,1,25,1,56.4887526,84.9523434
Bangladesh,Naral,192,4,3,1,45,1,4,1,192,4,23.14188,89.57615
United States of America,Nashville,80,2,1,1,31,1,4,1,80,2,36.1622767,-86.7742984
United Republic of Tanzania,Ndago,16,1,0,1,16,1,0,1,15,1,-10.8664972,39.0224153
Italy,Nerviano,66,2,1,1,38,1,3,1,66,2,45.5536472,8.970719
Germany,Neuhausen,34,1,1,1,26,1,2,1,34,1,48.7929606,8.7785614
United States of America,New Providence,57,2,1,1,26,1,10,1,57,2,42.28144,-93.1720702
Ireland,Newbridge,24,1,1,1,24,1,1,1,19,1,53.5081819,-8.4295061
India,Nidadavole,135,3,1,1,33,1,2,1,135,3,16.90734,81.671692
Greece,Nikaia,69,2,2,1,38,1,10,1,69,2,37.9682435,23.6490822
India,Nim Ka Thana,375,6,1,1,40,1,0,1,305,6,27.7420892,75.7793046
China,Ningyang,138,3,3,1,138,3,5,1,82,2,35.7591944,116.800091
Japan,Nirasaki,43,1,1,1,43,1,0,1,16,1,35.717518,138.409373
India,Nirsa,188,4,1,1,85,2,1,1,188,4,23.784437,86.7068534
Japan,Noda,64,2,1,1,64,2,3,1,29,1,35.9549076,139.8748667
Thailand,Nong Kung Si,57,2,0,1,27,1,0,1,57,2,16.6505827,103.2927122
United States of America,Norland,61,2,1,1,10,1,16,1,61,2,37.1642728,-82.5243206
United States of America,North Versailles,45,1,1,1,37,1,4,1,45,1,40.3797913,-79.8094916
Russia,Novopavlovsk,39,1,1,1,39,1,1,1,38,1,43.961891,43.6311
Malawi,Ntcheu,23,1,0,1,23,1,0,1,21,1,-14.8178745,34.6384332
India,Nuzvid,113,3,1,1,35,1,1,1,113,3,16.7907012,80.8476103
Japan,Nyuzen,42,1,1,1,42,1,0,1,25,1,36.9349846,137.5028104
Russia,Obninsk,37,1,1,1,37,1,0,1,17,1,55.0951738,36.611913
Ukraine,Obukhiv,73,2,1,1,38,1,2,1,73,2,50.1101633,30.6269696
Georgia,Ochamchira,33,1,1,1,30,1,0,1,33,1,42.7157851,41.4748897
Japan,Okuchi,97,2,1,1,97,2,0,1,41,1,34.1419655,133.8296771
Germany,Olbernhau,39,1,1,1,24,1,3,1,39,1,50.6564031,13.345242
Ukraine,Oleksandrivka,56,2,1,1,34,1,1,1,56,2,48.7073967,36.9207752
Finland,Tornio,31,1,1,1,31,1,0,1,17,1,65.8457589,24.1464
Italy,Torre Annunziata,58,2,1,1,58,2,1,1,41,1,40.7525236,14.4550044
China,Touliu,203,5,3,1,203,5,6,1,151,4,50.4994000,123.4219000
Austria,Traiskirchen,58,2,1,1,31,1,3,1,58,2,48.0138858,16.2952311
Italy,Trebaseleghe,78,2,2,1,23,1,9,1,78,2,45.5918117,12.0509986
Italy,Trecate,71,2,1,1,35,1,4,1,71,2,45.4319961,8.7349702
Philippines,Trento,58,2,1,1,20,1,0,1,58,2,8.043508,126.0633157
Germany,Treuchtlingen,45,1,1,1,25,1,2,1,45,1,48.9554435,10.9089888
France,Triel Sur Seine,31,1,0,1,28,1,2,1,31,1,48.980925,2.0030818
India,Trimbak,131,3,0,1,25,1,0,1,131,3,19.9353864,73.5301768
Norway,Trondheim,29,1,1,1,29,1,0,1,19,1,63.4304475,10.3952118
Namibia,Tsumeb,43,1,1,1,19,1,0,1,43,1,-19.248402,17.7087503
United States of America,Tuckahoe,58,2,1,1,23,1,7,1,58,2,40.9503764,-73.827356
India,Tulsipur,172,4,3,1,154,4,1,1,172,4,23.2334229,78.3410361
Turkey,Turhal,26,1,1,1,26,1,2,1,17,1,40.3868287,36.0838319
Kazakhstan,Turkistan,68,2,1,1,37,1,0,1,68,2,43.3019457,68.2703698
Uzbekistan,Turtkul,300,6,1,1,35,1,0,1,242,5,41.5544131,61.0002405
Thailand,U Thong,32,1,0,1,21,1,0,1,32,1,14.3763671,99.8962761
Colombia,Ubate,53,2,1,1,5,1,3,1,53,2,5.3086209,-73.8143217
India,Udala,169,4,1,1,49,1,0,1,169,4,21.5793868,86.564332
South Africa,Umtata,99,2,3,1,12,1,5,1,99,2,-31.5944606,28.7822434
Germany,Unna,36,1,0,1,24,1,3,1,36,1,51.5348835,7.689014
Nigeria,Uromi,150,4,4,1,13,1,3,1,150,4,6.7086526,6.3296676
Brazil,Urucui,38,1,1,1,11,1,0,1,38,1,-7.2363099,-44.555387
Afghanistan,Uruzgan,57,2,0,1,38,1,0,1,57,2,32.92775,66.63253
Germany,Uslar,32,1,0,1,29,1,1,1,32,1,51.658901,9.6347785
India,Utraula,188,4,3,1,165,4,1,1,188,4,27.3176717,82.4195721
Finland,Vaasa,55,2,1,1,28,1,2,1,55,2,63.0957722,21.6159187
United States of America,Vacaville,59,2,2,1,21,1,15,1,59,2,38.3565773,-121.9877444
France,Valentigney,40,1,1,1,25,1,1,1,40,1,47.4622925,6.8308784
Italy,Valenza,61,2,1,1,38,1,3,1,61,2,45.0140247,8.6458214
Russia,Vanino,22,1,1,1,18,1,0,1,22,1,49.090481,140.260864
Bulgaria,Vidin,77,2,1,1,35,1,3,1,77,2,43.9858809,22.8773117
Indonesia,Surabaya,152,4,1,1,45,1,1,1,152,4,-7.2459717,112.7378266
Mauritius,Surinam,29,1,0,1,29,1,0,1,24,1,-20.5122913,57.5096834
Libya,Surt,68,2,1,1,39,1,0,1,68,2,29.9713958,16.6770887
Denmark,Svendborg,38,1,0,1,32,1,0,1,38,1,55.0636926,10.6085377
Philippines,Tagbilaran,98,2,1,1,17,1,0,1,98,2,9.6402611,123.8559809
Taiwan,Taichung,202,5,4,1,202,5,10,1,157,4,24.1477000,120.6736000
China,Taitung,109,3,2,1,109,3,0,1,109,3,36.0834189,120.3511792
Iran (Islamic Republic of),Takab,67,2,1,1,34,1,0,1,67,2,36.4009,47.1133
Finland,Tampere,30,1,1,1,30,1,2,1,12,1,61.4980214,23.7603118
Pakistan,Tandlianwala,308,6,4,1,91,2,8,1,308,6,31.0321973,73.1330041
Ukraine,Khorol,41,1,1,1,41,1,0,1,23,1,49.7822104,33.2740646
Kazakhstan,Khromtau,39,1,1,1,39,1,0,1,27,1,50.25117,58.44003
India,Kiranur,70,2,1,1,34,1,0,1,70,2,10.0553816,79.1739178
Uganda,Kireka,94,2,4,1,21,1,2,1,94,2,0.3462149,32.6440912
Japan,Kiryu,34,1,1,1,19,1,4,1,34,1,36.4055296,139.3310209
United States of America,Kissimmee,64,2,2,1,7,1,17,1,64,2,28.2918995,-81.4075838
Czechia,Kladno,76,2,1,1,40,1,3,1,76,2,50.1478497,14.1025379
Thailand,Klaeng,56,2,0,1,25,1,1,1,56,2,12.7792276,101.650471
Poland,Klodzko,79,2,1,1,38,1,1,1,79,2,50.438651,16.6551878
Japan,Kodaira,34,1,1,1,34,1,3,1,21,1,35.72522,139.476606
Japan,Kokubunji,34,1,1,1,34,1,3,1,21,1,35.709674,139.454224
Slovakia,Komarno,69,2,1,1,33,1,2,1,69,2,47.7574079,18.1298249
Germany,Konigslutter,41,1,1,1,36,1,1,1,41,1,52.2499307,10.8171691
Ghana,Konongo,58,2,2,1,16,1,1,1,58,2,6.6231481,-1.2148111
Ukraine,Konotop,36,1,1,1,36,1,0,1,10,1,51.2397495,33.206675
India,Koregaon,86,2,0,1,24,1,0,1,86,2,20.669348,80.0391984
Burkina Faso,Koudougou,56,2,1,1,17,1,0,1,56,2,12.2514911,-2.3652267
Russia,Kozelsk,47,1,1,1,28,1,1,1,47,1,54.037102,35.780102
Russia,Kremenki,57,2,1,1,32,1,1,1,57,2,56.067957199999995,45.45005075189799
Switzerland,Kreuzlingen,48,1,2,1,22,1,7,1,48,1,47.6464362,9.1725621
Cameroon,Kribi,70,2,2,1,35,1,0,1,70,2,2.9434098,9.9126989
