country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category,lat,lon
Brazil,Rio Verde De Mato Grosso,14,1,1,1,4,1,0,1,14,1,-18.9169208,-54.8410727
Italy,Rivalta Di Torino,58,2,1,1,35,1,2,1,58,2,45.034045,7.518419
China,Rizhao,151,4,4,1,43,1,4,1,151,4,35.4178833,119.5213994
United States of America,Rome,67,2,2,1,7,1,9,1,67,2,43.2128473,-75.4557304
Democratic Republic of the Congo,Kananga,191,4,9,1,35,1,4,1,191,4,-5.8951725,22.408589
,Kanda,37,1,1,1,37,1,2,1,31,1,33.7757075,130.9805568
Sri Lanka,Kandy,54,2,0,1,21,1,0,1,54,2,7.2931208,80.6350358
Iran (Islamic Republic of),Karaj,222,5,5,1,222,5,7,1,163,4,35.811903,51.00763
Japan,Kaseda,29,1,0,1,29,1,1,1,28,1,31.4092109,130.332697
Kenya,Kericho,84,2,2,1,25,1,1,1,84,2,-0.3666,35.2833
Pakistan,Khairpur,165,4,1,1,44,1,0,1,165,4,27.5268953,68.7593983
Pakistan,Khanewal,158,4,3,1,156,4,1,1,158,4,30.3022528,71.9278916
India,Kharakvasla,100,3,1,1,29,1,1,1,100,3,18.43997,73.77546
Burundi,Bubanza,84,2,4,1,23,1,1,1,84,2,-3.0845915,29.3948368
India,Buxar,163,4,3,1,128,3,1,1,163,4,25.5716195,83.9729568
Portugal,Caldas Da Rainha,22,1,1,1,20,1,5,1,22,1,39.4071857,-9.1346004
Spain,Cambrils,41,1,1,1,41,1,1,1,30,1,41.0679423,1.0657579
United States of America,Cameron Park,71,2,2,1,22,1,11,1,71,2,38.6781746,-120.99426
Canada,Camrose,67,2,1,1,32,1,2,1,67,2,53.013131,-112.840576
Costa Rica,Canas,55,2,1,1,5,1,7,1,55,2,10.4296202,-85.0932802
United Kingdom of Great Britain and Northern Ireland,Cannock,33,1,1,1,33,1,3,1,21,1,52.688227,-2.0324197
Italy,Carlentini,66,2,1,1,44,1,1,1,66,2,37.2758806,15.0149783
Portugal,Carregado,29,1,1,1,29,1,4,1,26,1,39.0230782,-8.9768885
Brazil,Cascavel,23,1,0,1,13,1,1,1,23,1,-24.9554996,-53.4560544
United States of America,Casper,96,2,1,1,24,1,3,1,96,2,42.8501191,-106.325138
Panama,Cativa,69,2,1,1,22,1,4,1,69,2,9.3634008,-79.8349538
United States of America,Cedar Hill,56,2,1,1,27,1,5,1,56,2,32.5888072,-96.9553675
Indonesia,Ceper,67,2,1,1,38,1,1,1,67,2,-7.6731542,110.6778035
India,Chandvad,119,3,1,1,33,1,0,1,119,3,20.3278147,74.2387228
Germany,Biedenkopf,79,2,2,1,31,1,6,1,79,2,50.9158122,8.5270214
Turkey,Bilecik,56,2,1,1,36,1,0,1,56,2,40.1435101,29.9752911
Ukraine,Bilyayivka,44,1,1,1,44,1,0,1,10,1,49.2651312,36.3096557
Chad,Massaguet,110,3,2,1,33,1,1,1,110,3,12.4824256,15.439632
United States of America,Mastic Beach,37,1,1,1,22,1,15,1,37,1,40.765722,-72.836722
United Republic of Tanzania,Masumbwe,24,1,0,1,17,1,0,1,24,1,-3.6461603,32.164209
Italy,Matera,43,1,1,1,43,1,1,1,22,1,40.667029,16.6063265
Indonesia,Maumere,60,2,1,1,26,1,0,1,60,2,-8.6256456,122.2192885
France,Meaux,66,2,1,1,30,1,3,1,66,2,48.9582708,2.8773541
Italy,Meda,67,2,1,1,36,1,4,1,67,2,45.6625046,9.1567532
United States of America,Medfield,47,1,1,1,27,1,9,1,47,1,42.1865609,-71.30546
Brazil,Mendes,172,4,8,1,1,1,17,1,172,4,-22.5269113,-43.7332604
United States of America,Mesa,67,2,1,1,7,1,20,1,67,2,33.4151005,-111.831455
Germany,Lindlar,61,2,1,1,34,1,4,1,61,2,51.0186197,7.3779933
Germany,Lobau,74,2,1,1,39,1,2,1,74,2,51.0947288,14.6692423
Italy,Lodi,62,2,1,1,42,1,2,1,62,2,45.3138959,9.503263
France,Lognes,80,2,2,1,18,1,8,1,80,2,48.8384157,2.632722
Poland,Lomza,31,1,1,1,31,1,0,1,21,1,53.1750699,22.0727551
China,Longjing,69,2,2,1,48,1,0,1,69,2,32.3296,11.4228000
Germany,Lorch,53,2,1,1,37,1,4,1,53,2,48.7982424,9.6898657
United States of America,Loveland,61,2,2,1,5,1,12,1,61,2,40.385549,-105.04436132094955
Angola,Lucapa,172,4,5,1,33,1,6,1,172,4,-8.4195244,20.7410918
Switzerland,Lugano,62,2,1,1,33,1,1,1,62,2,46.0050102,8.9520281
United Republic of Tanzania,Madimba,24,1,0,1,23,1,0,1,24,1,-10.38929125,40.315394905218824
Brazil,Mage,220,5,9,1,8,1,28,1,220,5,-22.6604221,-43.0426162
India,Mairwa,132,3,3,1,79,2,2,1,132,3,26.2366547,84.1505195
Taiwan,Makung,119,3,1,1,119,3,0,1,76,2,23.5710000,119.5785000
Mexico,Manuel Doblado,56,2,1,1,25,1,3,1,56,2,20.7272965,-101.954802
Philippines,Maramag,36,1,1,1,22,1,0,1,36,1,7.7611218,125.0047932
Italy,Umbertide,87,2,1,1,37,1,3,1,87,2,43.3056365,12.3366222
Mexico,Uriangato,45,1,1,1,25,1,2,1,45,1,20.1411134,-101.1781073
,Urk,26,1,1,1,26,1,5,1,25,1,52.6654515,5.5987894
Brazil,Uruguaiana,18,1,1,1,4,1,3,1,18,1,-29.7560726,-57.0867546
United States of America,Uxbridge,43,1,1,1,28,1,7,1,43,1,42.0768175,-71.6298483
Germany,Vaihingen,65,2,1,1,36,1,2,1,65,2,48.734330549999996,9.088779104982365
Czechia,Valasske Mezirici,70,2,1,1,40,1,1,1,70,2,49.4716056,17.971593
United States of America,Valley Station,63,2,2,1,31,1,9,1,63,2,38.1111811,-85.8702413
United States of America,Van Wert,64,2,2,1,31,1,10,1,64,2,40.8697083,-93.7930188
Germany,Vaterstetten,68,2,1,1,39,1,3,1,68,2,48.1058205,11.7710207
Sri Lanka,Vavuniya,59,2,0,1,26,1,0,1,59,2,8.7593517,80.5000778
France,Velizy Villacoublay,70,2,2,1,27,1,6,1,70,2,48.7809496,2.1900052
Netherlands,Venray,50,1,1,1,22,1,7,1,50,1,51.5082754,5.958901096612693
Switzerland,Vernier,63,2,1,1,30,1,2,1,63,2,46.2131843,6.0815756
Philippines,Vigan,31,1,1,1,31,1,0,1,20,1,17.5755487,120.3872632
India,Vijayawada,93,2,2,1,54,2,1,1,93,2,16.5087573,80.6185089
Russia,Vikhorevka,39,1,1,1,37,1,0,1,39,1,56.124722,101.171951
Paraguay,Villa Hayes,160,4,8,1,0,1,5,1,160,4,-25.0928654,-57.5246478
Spain,Villablino,19,1,0,1,17,1,3,1,19,1,42.9388713,-6.3183421
Colombia,Villavicencio,65,2,2,1,0,1,5,1,65,2,4.1347644,-73.6201517
France,Villefontaine,53,2,1,1,28,1,2,1,53,2,45.614003,5.1580574
France,Villefranche De Rouergue,57,2,1,1,30,1,1,1,57,2,44.3517623,2.0375431
France,Villiers Sur Marne,71,2,2,1,28,1,6,1,71,2,48.8262055,2.5406696
Germany,Velten,56,2,1,1,36,1,2,1,56,2,52.6882194,13.1775867
United States of America,Waltham,46,1,1,1,30,1,7,1,46,1,42.3756401,-71.2358004
United Kingdom of Great Britain and Northern Ireland,Warwick,32,1,1,1,32,1,3,1,22,1,52.2814519,-1.5815742
United States of America,Waterloo,67,2,1,1,37,1,4,1,67,2,42.498275,-92.3328743
United States of America,Wayland,47,1,1,1,30,1,7,1,47,1,42.5677412,-77.5895798
Kenya,Webuye,73,2,2,1,26,1,1,1,73,2,0.607628,34.7687756
Italy,Dalmine,68,2,1,1,36,1,2,1,68,2,45.6472193,9.6019202
India,Daltenganj,156,4,2,1,83,2,0,1,156,4,24.043581,84.071047
Thailand,Damnoen Saduak,42,1,0,1,21,1,0,1,42,1,13.5201944,99.9592936
Indonesia,Dampit,53,2,1,1,31,1,0,1,53,2,-7.114552,109.4879973
United States of America,Danville,58,2,2,1,35,1,6,1,58,2,40.125222,-87.6304614
United States of America,Dekalb,56,2,1,1,24,1,9,1,56,2,41.9298644,-88.7501925
Central African Republic,Dekoa,77,2,2,1,14,1,0,1,77,2,6.3241784,19.075473
Haiti,Desdunes,77,2,2,1,28,1,2,1,77,2,19.295496,-72.6460478
Ethiopia,Dese,126,3,1,1,32,1,0,1,126,3,8.63333,38.15
United States of America,Detroit,88,2,2,1,21,1,17,1,88,2,42.3315509,-83.0466403
France,Deville Les Rouen,69,2,2,1,23,1,4,1,69,2,49.4695338,1.0495889
India,Dhana,169,4,1,1,54,2,0,1,169,4,29.3591746,79.3169546
India,Dharmabad,142,3,1,1,40,1,0,1,142,3,31.9973483,74.9285906
Germany,Dinslaken,55,2,1,1,17,1,10,1,55,2,51.5623618,6.7345106
Mexico,Coatlinchan,222,5,4,1,3,1,20,1,222,5,19.4512695,-98.8729229
India,Colgong,78,2,2,1,48,1,1,1,78,2,25.26703,87.254162
,Colwyn Bay,30,1,1,1,30,1,3,1,28,1,53.2953269,-3.7262534
Cuba,Consolacion Del Sur,67,2,1,1,31,1,2,1,67,2,22.5040475,-83.5154619
Spain,Coslada,60,2,1,1,25,1,4,1,60,2,40.423802,-3.5552882
Romania,Craiova,55,2,1,1,43,1,1,1,55,2,44.3190159,23.7965614
United States of America,Crystal,53,2,1,1,31,1,6,1,53,2,45.959265,-68.360367
Colombia,Cucuta,49,1,1,1,10,1,3,1,49,1,7.8971458,-72.5080387
United Kingdom of Great Britain and Northern Ireland,Cwmbran,24,1,1,1,24,1,5,1,24,1,51.6536438,-3.0208217
United States of America,Donna,101,3,2,1,15,1,4,1,101,3,26.1702082,-98.0522376
Burkina Faso,Dori,67,2,1,1,21,1,2,1,67,2,14.0327651,-0.0348286
Romania,Drobeta Turnu Severin,52,2,1,1,39,1,1,1,52,2,44.6257835,22.6531975
Netherlands,Druten,38,1,1,1,24,1,6,1,38,1,51.8861226,5.6030143
Uzbekistan,Druzhba,65,2,1,1,44,1,0,1,65,2,41.289955750000004,69.25462531161088
Germany,Bitburg,56,2,1,1,39,1,2,1,56,2,49.9732762,6.524947
Indonesia,Bitung,28,1,0,1,15,1,0,1,28,1,1.44344,125.1940836
Russia,Boguchar,39,1,1,1,35,1,0,1,39,1,49.9324498,40.5544754
France,Bonneville,60,2,1,1,29,1,2,1,60,2,50.082567,2.2486687
Belgium,Boortmeerbeek,65,2,1,1,26,1,7,1,65,2,50.9815937,4.5729262
Brazil,Borba,40,1,1,1,2,1,0,1,40,1,-4.3934778,-59.5947721
United States of America,Bridgeton,61,2,2,1,23,1,13,1,61,2,38.7566055,-90.42352
Iran (Islamic Republic of),Omidiyeh,152,4,1,1,67,2,0,1,152,4,30.75972,49.7050000
Netherlands,Oosterhout,38,1,1,1,29,1,5,1,38,1,51.632237599999996,4.863042417836681
Belgium,Oostkamp,43,1,1,1,38,1,2,1,43,1,51.1532024,3.2344535
India,Orai,168,4,4,1,167,4,1,1,168,4,25.9863918,79.4534538
United States of America,Orlando,58,2,1,1,10,1,15,1,58,2,28.5421109,-81.3790304
Norway,Oslo,39,1,1,1,39,1,0,1,14,1,59.9133301,10.7389701
Mexico,Oteapan,107,3,2,1,17,1,3,1,107,3,17.999938,-94.6651694
Thailand,Pa Sang,22,1,0,1,22,1,0,1,17,1,18.5222909,98.939963
Pakistan,Pabbi,168,4,3,1,168,4,1,1,152,4,34.0091192,71.7972028
India,Padrauna,86,2,3,1,60,2,1,1,86,2,26.9036455,83.9793208
Thailand,Pak Chong,45,1,1,1,26,1,0,1,45,1,14.7040864,101.4132201
Guatemala,Palencia,77,2,2,1,7,1,5,1,77,2,14.6680948,-90.3580422
India,Pallikonda,31,1,1,1,26,1,0,1,31,1,18.6689858,78.4818797
Philippines,Pandi,62,2,1,1,25,1,2,1,62,2,14.8654061,120.9572464
Greece,Panorama,88,2,1,1,44,1,0,1,88,2,38.4159062,23.7437913
India,Pathankot,151,4,2,1,117,3,0,1,151,4,32.2692452,75.6528858
Italy,Pavia,61,2,1,1,38,1,3,1,61,2,45.1860043,9.1546375
Colombia,Paz De Ariporo,32,1,1,1,5,1,1,1,32,1,5.8815393,-71.892938
Indonesia,Pekalongan,123,3,4,1,123,3,1,1,123,3,-6.8905065,109.6761489
United States of America,Pella,62,2,2,1,27,1,7,1,62,2,41.4073138,-92.9174074
Indonesia,Pemangkat,39,1,1,1,16,1,0,1,39,1,1.156069,108.97129192715386
Spain,Penarroya Pueblonuevo,39,1,1,1,24,1,3,1,39,1,38.3026178,-5.2714828
Mexico,Penjamo,54,2,1,1,29,1,3,1,54,2,30.385805,-111.175049
United States of America,Perris,73,2,2,1,3,1,20,1,73,2,33.7825194,-117.2286478
Thailand,Phimai,43,1,0,1,25,1,0,1,43,1,15.2186109,102.4945756
Germany,Pinneberg,55,2,1,1,30,1,5,1,55,2,53.6558152,9.8016369
Poland,Pionki,33,1,1,1,33,1,1,1,27,1,51.4730031,21.4438404
France,Plougastel Daoulas,51,2,2,1,16,1,15,1,51,2,48.3742317,-4.369679
Ukraine,Pomichna,37,1,1,1,37,1,0,1,12,1,48.243309,31.4037217
Venezuela (Bolivarian Republic of),Porlamar,113,3,1,1,20,1,1,1,113,3,10.95815,-63.849449
United States of America,Port Orange,57,2,1,1,26,1,8,1,57,2,29.1386874,-80.9968286
Brazil,Porto Alegre,26,1,1,1,17,1,2,1,26,1,-30.0324999,-51.2303767
Italy,Porto Tolle,71,2,1,1,46,1,1,1,71,2,44.9177128,12.4021857
France,Porto Vecchio,45,1,1,1,45,1,1,1,22,1,41.5911382,9.2794469
United States of America,Wheat Ridge,40,1,1,1,32,1,4,1,40,1,39.766098,-105.0772063
,Winthrop,45,1,1,1,40,1,1,1,45,1,42.3750976,-70.982827
China,Xiaoyi,206,5,12,1,3,1,51,2,206,5,37.1452884,111.7724751
China,Xihua,155,4,6,1,66,2,19,1,155,4,31.8262,10.6227000
China,Xintai,168,4,6,1,67,2,18,1,168,4,35.524492,103.0988977
China,Yangjiang,56,2,1,1,24,1,5,1,56,2,21.8603337,111.9776773
Japan,Yao,82,2,2,1,15,1,13,1,82,2,34.626275,135.605845
Netherlands,Aalten,31,1,1,1,31,1,2,1,23,1,51.914181850000006,6.577398580283228
United States of America,Aberdeen,39,1,1,1,39,1,1,1,27,1,46.975371,-123.815722
Iran (Islamic Republic of),Abhar,72,2,1,1,46,1,0,1,72,2,36.1468,49.2180000
Iran (Islamic Republic of),Agha Jari,109,3,1,1,105,3,0,1,109,3,30.6957000,49.7203000
Turkey,Akcaabat,34,1,1,1,34,1,0,1,31,1,41.0216276,39.5706735
Democratic Republic of the Congo,Aketi,66,2,3,1,8,1,0,1,66,2,2.7358578,23.7791277
Spain,Algete,28,1,1,1,17,1,5,1,28,1,40.5961652,-3.4974246
Iran (Islamic Republic of),Aligudarz,68,2,1,1,45,1,0,1,68,2,33.40063,49.6949
Switzerland,Allschwil,61,2,2,1,21,1,5,1,61,2,47.5510799,7.5365611
Mexico,Asuncion Nochixtlan,53,2,1,1,15,1,3,1,53,2,17.457222,-97.2250000
Germany,Aue,64,2,1,1,39,1,2,1,64,2,50.586993,12.6992687
Netherlands,Axel,58,2,1,1,36,1,4,1,58,2,51.2673945,3.9071593
Mali,Bafoulabe,113,3,1,1,21,1,1,1,113,3,13.8088835,-10.8342049
Netherlands,Aalsmeer,38,1,1,1,33,1,4,1,38,1,52.2669442,4.7493384
Brazil,Aguas De Lindoia,48,1,1,1,7,1,3,1,48,1,-22.4718855,-46.6291034
Mexico,Ahome,57,2,2,1,19,1,2,1,57,2,25.9414575,-109.2520527
Libya,Ajdabiya,183,4,1,1,41,1,0,1,183,4,30.7550035,20.2233257
Ethiopia,Aksum,74,2,1,1,28,1,0,1,74,2,14.16667,38.66667
Italy,Albino,65,2,1,1,32,1,2,1,65,2,45.760661,9.7969489
Spain,Almeria,40,1,1,1,26,1,6,1,40,1,36.8414197,-2.4628135
United States of America,Amherst Center,60,2,2,1,22,1,9,1,60,2,42.37729,-72.517271
Colombia,Andalucia,56,2,1,1,7,1,3,1,56,2,4.1694199,-76.1670623
India,Annur,46,1,1,1,26,1,0,1,46,1,11.2329709,77.103523
Portugal,Anta,29,1,1,1,29,1,3,1,19,1,41.007855,-8.6187792
,Alvarado,79,2,1,1,20,1,1,1,79,2,32.4095565,-97.21028810404624
Nigeria,Ankpa,73,2,2,1,22,1,1,1,73,2,7.4063578,7.6280211
Colombia,Aracataca,60,2,2,1,7,1,3,1,60,2,10.5906011,-74.1876803
United States of America,Arlington Heights,64,2,2,1,13,1,19,1,64,2,42.0811563,-87.9802164
Germany,Arnstadt,55,2,1,1,36,1,3,1,55,2,50.8349097,10.9461479
United States of America,Asbury Park,35,1,1,1,31,1,7,1,35,1,40.2203907,-74.0120817
United Kingdom of Great Britain and Northern Ireland,Ashford,38,1,1,1,38,1,3,1,14,1,51.148555,0.8722566
Russia,Aykhal,32,1,1,1,32,1,0,1,7,1,65.9516363,111.4917562
Indonesia,Babat,159,4,3,1,135,3,1,1,159,4,-3.46381,104.35179173298253
Germany,Drensteinfurt,36,1,1,1,33,1,2,1,36,1,51.7972657,7.7418147
Ukraine,Dubno,37,1,1,1,34,1,1,1,37,1,50.4187918,25.7455972
France,Dumbea,24,1,0,1,24,1,1,1,17,1,-22.1676665,166.4580117
Poland,Dzierzoniow,76,2,1,1,42,1,0,1,76,2,50.7281896,16.6514455
United States of America,East Northport,103,3,5,1,6,1,41,1,103,3,40.8767648,-73.3245614
Belgium,Eeklo,36,1,1,1,32,1,3,1,36,1,51.1844827,3.5665965
United States of America,Egypt Lake Leto,72,2,1,1,16,1,13,1,72,2,28.0169159,-82.4953703
Colombia,El Bordo,39,1,1,1,3,1,3,1,39,1,2.1122852,-76.9862559
Mexico,El Fuerte,83,2,2,1,14,1,3,1,83,2,26.4155546,-108.6172584
Venezuela (Bolivarian Republic of),El Tigre,53,2,1,1,13,1,1,1,53,2,8.88752,-64.24544
Israel,Elat,103,3,1,1,45,1,1,1,103,3,29.5569348,34.9497949
United States of America,Ellington,73,2,2,1,14,1,19,1,73,2,43.5539087,-83.32134
United States of America,Elmira,65,2,2,1,6,1,10,1,65,2,42.0897965,-76.8077338
Mexico,Encarnacion,61,2,1,1,28,1,1,1,61,2,22.3948532,-101.3147011
Brazil,Encruzilhada Do Sul,26,1,1,1,19,1,0,1,26,1,-30.536175200000002,-52.51560417047334
Germany,Erwitte,41,1,1,1,36,1,1,1,41,1,51.61431,8.3396662
Turkey,Eskisehir,54,2,1,1,34,1,0,1,54,2,39.7743941,30.519116
United States of America,Everett,67,2,2,1,17,1,16,1,67,2,47.9793437,-122.2127011
India,Farrukhabad,193,4,3,1,166,4,1,1,193,4,27.3895336,79.5790994
Turkey,Fatsa,41,1,1,1,34,1,0,1,41,1,41.0308808,37.500221
Mexico,Fernandez,69,2,1,1,12,1,2,1,69,2,28.4,-100.46667
United States of America,Festus,51,2,1,1,42,1,3,1,51,2,38.2207112,-90.3959504
United States of America,Fillmore,57,2,2,1,34,1,11,1,57,2,34.3985613,-118.9125093
Italy,Follonica,41,1,1,1,41,1,2,1,38,1,42.926326,10.761625
United States of America,Fontana,81,2,3,1,7,1,22,1,81,2,34.0922947,-117.43433
Finland,Forssa,43,1,1,1,43,1,2,1,38,1,60.8155736,23.629833
Russia,Kamskiye Polyany,45,1,1,1,27,1,0,1,45,1,55.43068,51.41709
Japan,Kashiba,43,1,1,1,43,1,1,1,38,1,34.5415175,135.6988328
India,Kathor,153,4,0,1,25,1,0,1,153,4,21.2884575,72.94037
India,Katwa,151,4,4,1,151,4,2,1,144,3,23.644278,88.1287333
Canada,Kelowna,31,1,1,1,31,1,2,1,16,1,49.8879177,-119.495902
United States of America,Kelso,39,1,1,1,22,1,7,1,39,1,37.1906064,-89.5495329
Morocco,Kenitra,49,1,1,1,32,1,6,1,49,1,34.26457,-6.570169
United States of America,Key Largo,24,1,0,1,24,1,1,1,19,1,25.087035,-80.4472392
Iran (Islamic Republic of),Khomeynishahr,155,4,1,1,55,2,1,1,155,4,32.6856,51.53609
Ukraine,Kiev,36,1,1,1,36,1,2,1,18,1,50.4500336,30.5241361
Russia,Kineshma,34,1,1,1,34,1,0,1,23,1,57.4426901,42.1687834
United States of America,Kingsburg,39,1,1,1,39,1,3,1,26,1,36.5138398,-119.5538929
Kenya,Kisumu,150,4,10,1,28,1,6,1,150,4,-0.1029109,34.7541761
Ukraine,Kivsharivka,44,1,1,1,39,1,0,1,44,1,49.6295221,37.6840775
India,Kodar,102,3,1,1,22,1,2,1,102,3,24.4888129,80.5364465
India,Kodungallur,79,2,1,1,24,1,0,1,79,2,10.2276837,76.1971531
Ukraine,Komsomolskoye,42,1,1,1,42,1,0,1,42,1,49.05,25.91667
Iceland,Kopavogur,23,1,1,1,23,1,0,1,21,1,64.0280441,-21.686270442142405
Burkina Faso,Koupela,55,2,1,1,17,1,0,1,55,2,11.9475659,-2.4052699
Russia,Kozmodemyansk,33,1,1,1,33,1,0,1,29,1,56.3324346,46.5462855
Cambodia,Kracheh,50,1,1,1,27,1,0,1,50,1,12.481749,106.024246
Indonesia,Kresek,203,5,4,1,203,5,4,1,158,4,-7.7060611,111.6251043
Nigeria,Kumo,57,2,2,1,21,1,0,1,57,2,10.0490389,11.210524
Japan,Kurihashi,34,1,1,1,34,1,3,1,19,1,36.1277148,139.705072
Turkey,Kurtalan,44,1,1,1,44,1,0,1,27,1,37.9261138,41.7001877
Philippines,Labangan,42,1,0,1,13,1,0,1,42,1,7.8633445,123.5153101
United States of America,Ladson,44,1,1,1,37,1,4,1,44,1,32.9857275,-80.1098123
Italy,Limbiate,77,2,1,1,43,1,4,1,77,2,45.5984024,9.1194356
Switzerland,Littau,41,1,1,1,22,1,3,1,41,1,47.0505274,8.2598581
China,Liuzhou,149,3,4,1,149,3,2,1,120,3,24.3284746,109.4239676
Zambia,Livingstone,27,1,1,1,17,1,0,1,27,1,-17.853135,25.861429
Italy,Loano,69,2,1,1,45,1,2,1,69,2,44.1287537,8.2593713
Cameroon,Lolodorf,73,2,2,1,26,1,0,1,73,2,3.2340753,10.7279641
Mexico,Lombardia,47,1,1,1,9,1,3,1,47,1,19.159352,-102.0505677
France,Lorient,40,1,1,1,23,1,3,1,40,1,47.7477336,-3.3660907
United Kingdom of Great Britain and Northern Ireland,Lowestoft,33,1,0,1,33,1,1,1,10,1,52.4766308,1.7537638
China,Lubu,200,4,3,1,200,4,1,1,109,3,38.6220261,101.0784079
Belgium,Lummen,46,1,1,1,30,1,3,1,46,1,50.9862157,5.1918579
Sweden,Lund,36,1,0,1,36,1,0,1,14,1,55.7029296,13.1929449
Sierra Leone,Lunsar,71,2,1,1,22,1,0,1,71,2,8.687062,-12.5437429
Russia,Lvovskiy,69,2,1,1,24,1,11,1,69,2,45.003139,37.861088
United States of America,Lynwood,118,3,4,1,3,1,41,1,118,3,33.924831,-118.2024154
France,Lyon,107,3,2,1,24,1,4,1,107,3,45.7578137,4.8320114
Russia,Magnitogorsk,36,1,1,1,36,1,0,1,22,1,53.4242184,58.983136
Japan,Maizuru,47,1,1,1,47,1,0,1,38,1,35.4704853,135.34844
Hungary,Mako,67,2,1,1,39,1,0,1,67,2,46.2150438,20.4751022
India,Mallasamudram,60,2,1,1,28,1,2,1,60,2,13.3789216,78.6834415
Mexico,Mapastepec,71,2,2,1,8,1,6,1,71,2,15.43981,-92.898367
Spain,Marchena,34,1,1,1,19,1,4,1,34,1,37.3269051,-5.4161717
,Martinsicuro,59,2,2,1,36,1,8,1,59,2,42.8851442,13.9155354
Japan,Mashiko,40,1,1,1,40,1,1,1,16,1,36.4673502,140.0935974
France,Mayenne,58,2,1,1,22,1,4,1,58,2,48.3044218,-0.6179871
Russia,Mayrtup,48,1,1,1,48,1,1,1,33,1,43.2036329,46.1311161
Italy,Menfi,39,1,1,1,28,1,4,1,39,1,37.606639,12.967843
France,Mennecy,72,2,2,1,20,1,6,1,72,2,48.5666645,2.4347044
Italy,Mentana,74,2,2,1,37,1,7,1,74,2,42.0350216,12.6422717
Italy,Mercogliano,50,1,1,1,47,1,2,1,50,1,40.9201621,14.7386053
Belgium,Meulebeke,42,1,1,1,30,1,4,1,42,1,50.94858225,3.286389945227539
Pakistan,Lahore,161,4,3,1,129,3,1,1,161,4,31.5656822,74.3141829
Brazil,Lajeado,83,2,2,1,11,1,4,1,83,2,-29.4671522,-51.9624046
Thailand,Lamphun,21,1,0,1,21,1,0,1,17,1,18.5776383,99.0069034
Germany,Landau,46,1,1,1,41,1,2,1,46,1,51.3424633,9.0829255
Germany,Landshut,52,2,1,1,45,1,2,1,52,2,48.536217,12.1516551
United States of America,Lansdale,73,2,2,1,30,1,8,1,73,2,40.2414952,-75.2837862
Italy,Latiano,54,2,1,1,54,2,2,1,51,2,40.5537831,17.718222
France,Le Bouscat,46,1,0,1,46,1,0,1,15,1,44.8661755,-0.5992399
Serbia,Lebane,49,1,1,1,33,1,0,1,49,1,42.9220453,21.7369521
Finland,Lempaala,43,1,1,1,38,1,4,1,43,1,61.316667,23.7499999
China,Miaoli,58,2,1,1,39,1,8,1,58,2,35.4073,10.7653000
Libya,Misratah,46,1,1,1,40,1,0,1,46,1,32.3745923,15.0905803
United States of America,Mission,154,4,3,1,15,1,5,1,154,4,26.2159066,-98.3252932
Japan,Miyakonojo,38,1,1,1,38,1,1,1,28,1,31.7196106,131.0612029
United Republic of Tanzania,Mlandizi,33,1,1,1,15,1,0,1,33,1,-6.7169041,38.7388981
India,Mohgaon,174,4,1,1,37,1,0,1,174,4,22.83810175,81.02924473095467
Italy,Molinella,68,2,1,1,42,1,5,1,68,2,44.620853,11.6702371
Italy,Monreale,44,1,1,1,29,1,3,1,44,1,38.0826321,13.2919931
Belgium,Mons,56,2,1,1,27,1,4,1,56,2,50.4549568,3.951958
Italy,Montale,82,2,1,1,39,1,3,1,82,2,43.9352396,11.0158786
France,Montbrison,150,4,1,1,34,1,2,1,150,4,45.6072875,4.0627318
Brazil,Monte Azul,14,1,0,1,14,1,0,1,9,1,-16.7131048,-40.20873
Belgium,Moorslede,42,1,1,1,27,1,5,1,42,1,50.89008225,3.0732110598481244
Japan,Moriguchi,50,1,1,1,46,1,2,1,50,1,34.746898,135.566663
France,Moulins,150,4,1,1,30,1,2,1,150,4,46.5660526,3.3331703
Malawi,Mponela,50,1,1,1,19,1,0,1,50,1,-13.5297184,33.7371277
Uganda,Mubende,68,2,2,1,14,1,0,1,68,2,1.653277,31.585285
India,Murwara,177,4,1,1,46,1,0,1,177,4,23.8191612,80.42300900794217
United Republic of Tanzania,Mwanga,22,1,0,1,16,1,0,1,22,1,-4.2743096,34.9013583
Ukraine,Myrhorod,41,1,1,1,41,1,0,1,22,1,49.9658333,33.6113889
Denmark,Naestved,36,1,0,1,36,1,0,1,17,1,55.2328252,11.7674102
Libya,Nalut,191,4,1,1,27,1,0,1,191,4,31.8637865,10.9827903
Philippines,Natappian,42,1,1,1,35,1,0,1,42,1,17.69542,121.7059
Uganda,Nebbi,58,2,1,1,20,1,0,1,58,2,2.4785503,31.0899897
Netherlands,Nederweert,36,1,1,1,34,1,2,1,36,1,51.2918913,5.74814642346813
Belgium,Neerpelt,37,1,1,1,30,1,3,1,37,1,51.2289746,5.4314419
Paraguay,Nemby,20,1,1,1,8,1,0,1,20,1,-25.3924542,-57.5471112
India,New Delhi,174,4,3,1,156,4,3,1,174,4,28.6138954,77.2090057
United States of America,Newport Beach,60,2,2,1,14,1,20,1,60,2,33.6170092,-117.9294401
United States of America,Niceville,65,2,1,1,34,1,1,1,65,2,30.5168639,-86.482172
