country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category
Switzerland,Meilen,53,2,1,1,31,1,2,1,53,2
Germany,Meitingen,65,2,1,1,34,1,3,1,65,2
Poland,Miechow,65,2,1,1,34,1,1,1,65,2
Cameroon,Mindif,74,2,2,1,23,1,0,1,74,2
Japan,Mizusawa,49,1,1,1,46,1,2,1,49,1
Gabon,Moanda,78,2,3,1,15,1,0,1,78,2
United States of America,Modesto,53,2,1,1,26,1,9,1,53,2
Italy,Mola Di Bari,45,1,1,1,45,1,1,1,21,1
Kenya,Mombasa,51,2,1,1,24,1,0,1,51,2
Cameroon,Monatele,42,1,1,1,17,1,0,1,42,1
Italy,Mondolfo,56,2,1,1,46,1,2,1,56,2
,Monster,55,2,1,1,37,1,4,1,55,2
Dominican Republic,Monte Plata,159,4,5,1,5,1,12,1,159,4
Italy,Montecorvino Rovella,47,1,1,1,47,1,2,1,45,1
Jamaica,Montego Bay,106,3,1,1,19,1,3,1,106,3
Netherlands,Montfoort,34,1,1,1,29,1,5,1,34,1
France,Montigny En Gohelle,51,2,1,1,32,1,3,1,51,2
Portugal,Montijo,31,1,1,1,31,1,4,1,28,1
Honduras,Morazan,74,2,2,1,3,1,3,1,74,2
Japan,Menuma,87,2,1,1,87,2,1,1,66,2
,Mergui,51,2,0,1,19,1,0,1,51,2
United States of America,Metairie,48,1,2,1,37,1,9,1,48,1
United Republic of Tanzania,Mgandu,18,1,0,1,18,1,0,1,17,1
Peru,Abancay,24,1,1,1,0,1,2,1,24,1
Brazil,Agrestina,22,1,0,1,17,1,1,1,22,1
Brazil,Aguas Belas,21,1,0,1,12,1,1,1,21,1
Côte d'Ivoire,Akoupe,61,2,1,1,19,1,0,1,61,2
India,Alangulam,57,2,0,1,24,1,0,1,57,2
India,Alappuzha,76,2,1,1,24,1,0,1,76,2
United States of America,Albert Lea,42,1,1,1,42,1,1,1,42,1
Spain,Alcala De Henares,27,1,1,1,27,1,3,1,18,1
Spain,Alcaniz,31,1,1,1,31,1,1,1,20,1
Spain,Alcantarilla,31,1,1,1,31,1,1,1,26,1
Spain,Alcorcon,26,1,1,1,20,1,4,1,26,1
Netherlands,Almere,31,1,0,1,31,1,2,1,15,1
China,Dali,25,1,1,1,17,1,1,1,25,1
Germany,Delbruck,39,1,1,1,34,1,2,1,39,1
Egypt,Deshna,158,4,2,1,49,1,6,1,158,4
India,Dhampur,168,4,3,1,168,4,1,1,152,4
India,Dharapuram,51,2,0,1,24,1,0,1,51,2
India,Digboi,25,1,1,1,25,1,0,1,16,1
United States of America,Dobbs Ferry,110,3,4,1,4,1,35,1,110,3
Sudan,Doka,61,2,1,1,18,1,0,1,61,2
Italy,Dolo,60,2,2,1,31,1,7,1,60,2
Russia,Domodedovo,73,2,2,1,23,1,14,1,73,2
India,Khetia,137,3,2,1,26,1,4,1,137,3
Iran (Islamic Republic of),Khonsar,112,3,0,1,36,1,0,1,112,3
India,Khurai,160,4,3,1,67,2,2,1,160,4
Ethiopia,Kibre Mengist,52,2,1,1,11,1,0,1,52,2
Germany,Kierspe,54,2,1,1,45,1,0,1,54,2
United Republic of Tanzania,Kimamba,19,1,0,1,19,1,0,1,16,1
Russia,Kingisepp,34,1,1,1,34,1,0,1,5,1
Russia,Kizlyar,60,2,1,1,43,1,0,1,60,2
France,Kleinblittersdorf,66,2,1,1,54,2,0,1,66,2
Austria,Knittelfeld,63,2,1,1,40,1,0,1,63,2
India,Kolhapur,89,2,2,1,23,1,4,1,89,2
Russia,Koltsovo,40,1,1,1,40,1,2,1,18,1
Japan,Komaki,126,3,3,1,6,1,23,1,126,3
Viet Nam,Kon Tum,59,2,1,1,8,1,3,1,59,2
India,Konnagar,214,5,12,1,2,1,27,1,214,5
Poland,Koronowo,42,1,1,1,42,1,0,1,22,1
Japan,Kosai,77,2,2,1,32,1,6,1,77,2
China,Kouqian,137,3,4,1,46,1,9,1,137,3
Russia,Krasnoyarsk 45,41,1,1,1,28,1,0,1,41,1
India,Krishnarajpet,67,2,1,1,13,1,5,1,67,2
Germany,Krumbach,66,2,1,1,58,2,0,1,66,2
,Kuala Kedah,130,3,2,1,24,1,8,1,130,3
Malaysia,Kuala Lipis,70,2,2,1,10,1,3,1,70,2
Germany,Kulmbach,54,2,1,1,49,1,0,1,54,2
Sweden,Kungalv,41,1,1,1,41,1,0,1,11,1
Russia,Kurchaloy,58,2,1,1,44,1,2,1,58,2
Estonia,Kuressaare,35,1,1,1,35,1,0,1,17,1
India,Kushtagi,69,2,1,1,32,1,2,1,69,2
Russia,Kuvshinovo,31,1,1,1,31,1,0,1,10,1
China,Kuytun,84,2,1,1,20,1,4,1,84,2
Myanmar,Kyaukse,66,2,1,1,6,1,3,1,66,2
Spain,La Algaba,42,1,1,1,42,1,0,1,15,1
Dominican Republic,La Mata,118,3,1,1,31,1,3,1,118,3
United States of America,La Palma,85,2,3,1,22,1,19,1,85,2
United States of America,La Vista,42,1,1,1,39,1,3,1,42,1
South Africa,Lady Frere,36,1,1,1,16,1,1,1,36,1
Finland,Lahti,34,1,1,1,34,1,0,1,4,1
Germany,Laichingen,63,2,1,1,53,2,0,1,63,2
Ethiopia,Lalibela,120,3,1,1,26,1,0,1,120,3
India,Lalitpur,163,4,3,1,44,1,5,1,163,4
Nigeria,Lalupon,84,2,2,1,45,1,0,1,84,2
Dominican Republic,Las Matas De Farfan,100,3,1,1,35,1,0,1,100,3
Mexico,Las Varas,95,2,2,1,22,1,1,1,95,2
India,Latur,162,4,2,1,35,1,3,1,162,4
United Kingdom of Great Britain and Northern Ireland,Leatherhead,33,1,0,1,33,1,1,1,28,1
Poland,Leczyca,42,1,1,1,42,1,0,1,37,1
Italy,Leini,80,2,1,1,60,2,0,1,80,2
United States of America,Lemon Grove,50,1,1,1,34,1,6,1,50,1
United States of America,Lewisville,71,2,2,1,30,1,6,1,71,2
Philippines,Libog,61,2,1,1,22,1,1,1,61,2
Mexico,Linares,52,2,1,1,24,1,0,1,52,2
China,Linjiang,78,2,2,1,49,1,1,1,78,2
Democratic Republic of the Congo,Lisala,71,2,2,1,8,1,0,1,71,2
Bosnia and Herzegovina,Livno,96,2,1,1,41,1,0,1,96,2
Angola,Lobito,52,2,1,1,20,1,0,1,52,2
Russia,Lobnya,32,1,1,1,32,1,5,1,29,1
Germany,Lollar,56,2,1,1,50,1,0,1,56,2
United States of America,Longview,46,1,1,1,37,1,4,1,46,1
United Kingdom of Great Britain and Northern Ireland,Louth,45,1,1,1,36,1,1,1,45,1
Germany,Lubbecke,43,1,1,1,43,1,0,1,36,1
Malawi,Luchenza,62,2,1,1,21,1,0,1,62,2
Bosnia and Herzegovina,Lukavac,63,2,1,1,50,1,0,1,63,2
Albania,Lushnje,93,2,1,1,48,1,0,1,93,2
Uganda,Luwero,102,3,2,1,12,1,1,1,102,3
Italy,Luzzi,49,1,1,1,49,1,0,1,43,1
China,Maanshan,183,4,9,1,0,1,42,1,183,4
Pakistan,Mach,124,3,1,1,35,1,1,1,124,3
India,Sarauli,170,4,4,1,168,4,1,1,170,4
Philippines,Saug,31,1,0,1,15,1,0,1,31,1
Russia,Sayansk,34,1,1,1,34,1,0,1,24,1
Italy,Scalea,53,2,1,1,40,1,2,1,53,2
Italy,Scorze,60,2,2,1,45,1,4,1,60,2
United States of America,Scott Lake,158,4,6,1,7,1,17,1,158,4
United States of America,Scottsdale,50,1,1,1,20,1,15,1,50,1
Germany,Selm,36,1,1,1,33,1,2,1,36,1
India,Seoni,173,4,1,1,36,1,0,1,173,4
India,Serchhip,31,1,1,1,31,1,0,1,13,1
Russia,Serpukhov,55,2,1,1,30,1,2,1,55,2
Armenia,Sevan,32,1,1,1,32,1,0,1,23,1
United States of America,Seven Hills,36,1,2,1,34,1,5,1,36,1
Colombia,Sevilla,71,2,2,1,2,1,5,1,71,2
Bulgaria,Sevlievo,39,1,1,1,39,1,0,1,32,1
India,Shamgarh,192,4,1,1,36,1,0,1,192,4
China,Shaoyang,159,4,4,1,159,4,4,1,108,3
Italy,Somma Vesuviana,62,2,1,1,48,1,4,1,62,2
India,Sonegaon,168,4,1,1,29,1,0,1,168,4
China,Songjianghe,37,1,2,1,37,1,0,1,27,1
Iran (Islamic Republic of),Sonqor,70,2,1,1,54,2,0,1,70,2
Russia,Sortavala,50,1,1,1,30,1,3,1,50,1
United States of America,South Elgin,51,2,1,1,32,1,8,1,51,2
South Africa,Springbok,34,1,0,1,15,1,1,1,34,1
Italy,Squinzano,71,2,1,1,71,2,1,1,47,1
South Africa,Stellenbosch,181,4,11,1,12,1,8,1,181,4
United Kingdom of Great Britain and Northern Ireland,Stockport,61,2,1,1,15,1,11,1,61,2
United States of America,Stratford,87,2,4,1,5,1,39,1,87,2
Bolivia (Plurinational State of),Sucre,14,1,0,1,6,1,0,1,14,1
Germany,Suhl,70,2,1,1,38,1,2,1,70,2
Germany,Sulingen,34,1,0,1,34,1,1,1,17,1
Costa Rica,San Diego,56,2,2,1,5,1,11,1,56,2
Dominican Republic,San Jose De Ocoa,76,2,2,1,6,1,10,1,76,2
Mexico,San Juan De La Vega,122,3,2,1,5,1,10,1,122,3
Guatemala,San Juan Sacatepequez,119,3,3,1,3,1,9,1,119,3
Guatemala,San Lucas Sacatepequez,122,3,3,1,2,1,10,1,122,3
Venezuela (Bolivarian Republic of),San Mateo,58,2,1,1,15,1,7,1,58,2
Nicaragua,San Rafael Del Sur,60,2,1,1,19,1,1,1,60,2
Philippines,Sangali,104,3,0,1,14,1,0,1,104,3
India,Sankrail,165,4,4,1,96,2,5,1,165,4
Austria,Sankt Andra,80,2,1,1,32,1,1,1,80,2
Brazil,Santa Cruz Do Sul,66,2,2,1,8,1,5,1,66,2
Brazil,Santa Luzia,20,1,0,1,16,1,0,1,20,1
India,Sanwer,172,4,1,1,39,1,0,1,172,4
Brazil,Sao Manuel,71,2,2,1,9,1,3,1,71,2
India,Baidyabati,225,5,10,1,9,1,23,1,225,5
Slovakia,Balassagyarmat,62,2,1,1,59,2,0,1,62,2
Republic of Moldova,Balti,56,2,1,1,53,2,0,1,56,2
Thailand,Bang Pakong,113,3,3,1,7,1,9,1,113,3
Thailand,Bang Yai,164,4,5,1,4,1,13,1,164,4
India,Banka,132,3,3,1,45,1,5,1,132,3
Pakistan,Bannu,176,4,3,1,114,3,1,1,176,4
India,Baramati,156,4,2,1,38,1,2,1,156,4
India,Barwala,166,4,4,1,126,3,5,1,166,4
India,Baswa,169,4,3,1,102,3,3,1,169,4
Brazil,Batatais,48,1,1,1,22,1,0,1,48,1
Australia,Batemans Bay,29,1,0,1,29,1,0,1,19,1
Cameroon,Batouri,49,1,1,1,19,1,0,1,49,1
United States of America,Battle Creek,64,2,1,1,32,1,1,1,64,2
Spain,Baza,36,1,0,1,36,1,0,1,18,1
United States of America,Beaumont,68,2,2,1,34,1,6,1,68,2
Indonesia,Bekasi,193,4,9,1,16,1,29,1,193,4
Mauritius,Bel Air,60,2,1,1,27,1,0,1,60,2
Brazil,Belem De Sao Francisco,20,1,0,1,20,1,0,1,14,1
Turkey,Belen,39,1,1,1,39,1,0,1,27,1
Switzerland,Bellinzona,87,2,1,1,41,1,0,1,87,2
India,Berasia,164,4,2,1,57,2,2,1,164,4
Albania,Berat,91,2,1,1,47,1,0,1,91,2
Belgium,Beveren,47,1,1,1,38,1,2,1,47,1
India,Bhavnagar,103,3,1,1,27,1,1,1,103,3
India,Bhikhi,162,4,4,1,42,1,13,1,162,4
India,Bilgram,161,4,3,1,59,2,6,1,161,4
India,Bindki,180,4,4,1,101,3,6,1,180,4
Germany,Bitterfeld,46,1,1,1,46,1,0,1,44,1
United States of America,Bixby,60,2,2,1,33,1,5,1,60,2
United States of America,Blacksburg,43,1,1,1,43,1,0,1,18,1
Poland,Bochnia,70,2,1,1,46,1,0,1,70,2
Germany,Bockenem,44,1,1,1,44,1,0,1,37,1
Poland,Bogatynia,55,2,1,1,43,1,0,1,55,2
Russia,Bolshaya Glushitsa,44,1,1,1,44,1,0,1,12,1
Russia,Bolshoy Kamen,97,2,2,1,58,2,2,1,97,2
Uganda,Bombo,127,3,3,1,13,1,1,1,127,3
United States of America,Bon Air,50,1,1,1,39,1,2,1,50,1
France,Bondy,69,2,1,1,46,1,1,1,69,2
Ethiopia,Bonga,24,1,1,1,16,1,0,1,24,1
Russia,Borovsk,38,1,1,1,38,1,0,1,18,1
Turkey,Boyabat,43,1,1,1,43,1,0,1,28,1
Uzbekistan,Boz,131,3,1,1,31,1,13,1,131,3
South Africa,Breyten,53,2,1,1,18,1,5,1,53,2
Argentina,Buenos Aires,43,1,1,1,28,1,0,1,43,1
Australia,Burnie,26,1,0,1,26,1,1,1,12,1
Spain,Burriana,41,1,1,1,41,1,0,1,14,1
Turkey,Bursa,54,2,1,1,43,1,0,1,54,2
United Kingdom of Great Britain and Northern Ireland,Bury,40,1,1,1,35,1,1,1,40,1
Mexico,Caborca,85,2,1,1,24,1,1,1,85,2
Germany,Cadolzburg,64,2,1,1,52,2,0,1,64,2
India,Calcutta,195,4,8,1,10,1,19,1,195,4
Italy,Calenzano,67,2,1,1,67,2,0,1,45,1
Brazil,Camacari,22,1,0,1,22,1,0,1,18,1
Australia,Canberra,24,1,0,1,24,1,1,1,11,1
Brazil,Capinzal,25,1,1,1,11,1,0,1,25,1
Brazil,Capivari,77,2,1,1,33,1,1,1,77,2
Portugal,Carnaxide,41,1,1,1,41,1,1,1,20,1
Venezuela (Bolivarian Republic of),Carrizal,59,2,1,1,34,1,1,1,59,2
France,Carvin,49,1,1,1,38,1,1,1,49,1
United States of America,Cary,55,2,1,1,30,1,3,1,55,2
Spain,Castro Urdiales,41,1,1,1,41,1,0,1,18,1
Italy,Cercola,72,2,1,1,72,2,1,1,56,2
Trinidad and Tobago,Chaguanas,59,2,0,1,25,1,2,1,59,2
Guatemala,Chajul,41,1,1,1,24,1,0,1,41,1
India,Chakia,155,4,4,1,43,1,7,1,155,4
India,Champdani,220,5,10,1,9,1,23,1,220,5
France,Champigny Sur Marne,71,2,1,1,45,1,1,1,71,2
Mexico,Chetumal,57,2,1,1,27,1,0,1,57,2
India,Chhata,177,4,5,1,41,1,13,1,177,4
Chile,Chimbarongo,94,2,4,1,2,1,4,1,94,2
Zambia,Chinsali,30,1,0,1,24,1,0,1,30,1
Japan,Chofu,84,2,2,1,25,1,19,1,84,2
France,Cholet,38,1,1,1,38,1,0,1,23,1
China,Choucheng,181,4,10,1,0,1,25,1,181,4
Burundi,Cibitoke,68,2,1,1,28,1,0,1,68,2
Indonesia,Ciledug,166,4,7,1,11,1,19,1,166,4
Italy,Cinisello Balsamo,90,2,1,1,66,2,0,1,90,2
Italy,Civitavecchia,74,2,1,1,74,2,0,1,27,1
France,Clermont Ferrand,59,2,1,1,41,1,0,1,59,2
Germany,Cleves,42,1,1,1,38,1,0,1,42,1
United States of America,Clifton,52,2,1,1,46,1,2,1,52,2
Ireland,Clonmel,57,2,1,1,39,1,0,1,57,2
Kenya,Taveta,43,1,1,1,18,1,0,1,43,1
Philippines,Tayug,89,2,1,1,29,1,1,1,89,2
Romania,Tecuci,44,1,1,1,41,1,0,1,44,1
United States of America,Tehachapi,34,1,1,1,34,1,4,1,30,1
Guinea,Telimele,51,2,1,1,16,1,0,1,51,2
Japan,Tendo,35,1,1,1,35,1,1,1,15,1
Canada,Terrace,24,1,0,1,24,1,1,1,11,1
Lesotho,Teyateyaneng,65,2,2,1,23,1,1,1,65,2
South Africa,Thaba Nchu,90,2,2,1,17,1,3,1,90,2
United States of America,The Woodlands,51,2,1,1,12,1,11,1,51,2
Greece,Thermi,63,2,1,1,45,1,0,1,63,2
Greece,Thessaloniki,63,2,1,1,47,1,1,1,63,2
United States of America,Thousand Oaks,50,1,2,1,31,1,14,1,50,1
Israel,Tirat Karmel,132,3,2,1,42,1,9,1,132,3
India,Tiruvannamalai,68,2,1,1,35,1,0,1,68,2
Japan,Tokuyama,46,1,1,1,46,1,2,1,45,1
Japan,Tomakomai,33,1,1,1,33,1,0,1,14,1
Russia,Uren,32,1,1,1,32,1,0,1,4,1
Japan,Ushiku,39,1,1,1,39,1,2,1,38,1
Russia,Ust Dzheguta,45,1,1,1,45,1,0,1,15,1
France,Valbonne,74,2,2,1,34,1,3,1,74,2
Portugal,Valongo,38,1,1,1,15,1,6,1,38,1
Romania,Vaslui,62,2,1,1,43,1,0,1,62,2
Portugal,Vendas Novas,35,1,0,1,27,1,1,1,35,1
Ecuador,Ventanas,75,2,2,1,5,1,8,1,75,2
Haiti,Verrettes,131,3,2,1,18,1,4,1,131,3
South Sudan,Tonj,84,2,2,1,4,1,0,1,84,2
United States of America,Topeka,67,2,1,1,33,1,4,1,67,2
Russia,Toropets,30,1,0,1,30,1,0,1,29,1
Mexico,Tototlan,43,1,1,1,10,1,4,1,43,1
Argentina,Trelew,18,1,0,1,18,1,0,1,2,1
Brazil,Tres De Maio,32,1,1,1,11,1,2,1,32,1
Russia,Troitskiy,35,1,1,1,35,1,0,1,34,1
United States of America,Trotwood,45,1,1,1,32,1,7,1,45,1
Algeria,Tuggurt,164,4,1,1,47,1,0,1,164,4
Trinidad and Tobago,Tunapuna,63,2,1,1,21,1,5,1,63,2
Colombia,Tunja,25,1,1,1,5,1,3,1,25,1
Colombia,Turbo,35,1,1,1,12,1,0,1,35,1
Indonesia,Ubud,35,1,1,1,26,1,0,1,35,1
India,Ujhani,500,6,1,1,51,2,2,1,396,6
Indonesia,Sunggal,76,2,2,1,41,1,0,1,76,2
Tunisia,Susah,47,1,1,1,47,1,1,1,39,1
Poland,Suwalki,47,1,1,1,37,1,0,1,47,1
Ghana,Swedru,89,2,1,1,19,1,0,1,89,2
Sudan,Tabat,89,2,1,1,28,1,0,1,89,2
India,Tadepalle,135,3,1,1,40,1,0,1,135,3
China,Tahe,29,1,1,1,29,1,0,1,14,1
India,Takhatpur,160,4,1,1,40,1,0,1,160,4
India,Talcher,163,4,1,1,65,2,1,1,163,4
United States of America,Tallmadge,50,1,1,1,33,1,8,1,50,1
Japan,Tamana,63,2,2,1,26,1,8,1,63,2
Brazil,Taquara,48,1,1,1,15,1,3,1,48,1
Libya,Tarhunah,63,2,1,1,63,2,1,1,60,2
Italy,Tarquinia,46,1,1,1,46,1,1,1,29,1
Hungary,Tatabanya,55,2,1,1,27,1,2,1,55,2
Brazil,Olinda,28,1,0,1,19,1,1,1,28,1
Israel,Or Yehuda,117,3,2,1,42,1,9,1,117,3
Romania,Orastie,37,1,1,1,37,1,1,1,37,1
Sweden,Orebro,32,1,1,1,32,1,0,1,11,1
Greece,Orestias,42,1,1,1,42,1,0,1,29,1
Czechia,Orlova,89,2,2,1,32,1,6,1,89,2
Philippines,Ormoc,62,2,1,1,22,1,0,1,62,2
United Kingdom of Great Britain and Northern Ireland,Ormskirk,35,1,1,1,35,1,3,1,20,1
United States of America,Oro Valley,67,2,1,1,16,1,8,1,67,2
Nigeria,Oron,108,3,5,1,19,1,4,1,108,3
Germany,Oschersleben,55,2,1,1,28,1,4,1,55,2
Belgium,Ostend,39,1,1,1,39,1,2,1,30,1
France,Outreau,41,1,1,1,41,1,1,1,26,1
United States of America,Oviedo,59,2,1,1,12,1,15,1,59,2
Canada,Owen Sound,36,1,1,1,36,1,3,1,36,1
Australia,Pakenham,24,1,0,1,17,1,3,1,24,1
France,Palaiseau,84,2,3,1,16,1,10,1,84,2
India,Palwal,179,4,4,1,179,4,2,1,175,4
Italy,Paola,64,2,1,1,48,1,1,1,64,2
Argentina,Parana,15,1,0,1,13,1,2,1,15,1
Brazil,Parintins,18,1,0,1,7,1,0,1,18,1
South Africa,Parys,155,4,7,1,17,1,10,1,155,4
Peru,Pativilca,36,1,1,1,21,1,1,1,36,1
Brazil,Patos De Minas,42,1,1,1,5,1,2,1,42,1
Hungary,Pecs,60,2,1,1,44,1,1,1,60,2
Italy,Pedara,55,2,1,1,43,1,1,1,55,2
United States of America,Pedley,99,2,3,1,4,1,23,1,99,2
Brazil,Penalva,21,1,0,1,11,1,0,1,21,1
United States of America,Peru,63,2,2,1,19,1,14,1,63,2
India,Perundurai,41,1,1,1,30,1,0,1,41,1
Iraq,Panjwin,55,2,1,1,55,2,0,1,47,1
India,Pansemal,122,3,1,1,38,1,0,1,122,3
Colombia,Pereira,121,3,4,1,0,1,5,1,121,3
Germany,Pfullingen,58,2,1,1,37,1,2,1,58,2
Czechia,Prachatice,68,2,1,1,35,1,1,1,68,2
Indonesia,Praya,51,2,1,1,25,1,0,1,51,2
Serbia,Priboj,59,2,1,1,32,1,0,1,59,2
Russia,Pridonskoy,36,1,1,1,36,1,0,1,35,1
Republic of North Macedonia,Probistip,82,2,1,1,47,1,0,1,82,2
Brazil,Promissao,17,1,1,1,9,1,1,1,17,1
Poland,Przeworsk,74,2,1,1,39,1,1,1,74,2
Spain,Puerto Del Rosario,25,1,0,1,25,1,0,1,9,1
Peru,Puerto Maldonado,38,1,1,1,1,1,0,1,38,1
Colombia,Puerto Santander,100,3,4,1,3,1,6,1,100,3
Bolivia (Plurinational State of),Punata,34,1,1,1,4,1,1,1,34,1
Russia,Pushkin,33,1,1,1,33,1,2,1,18,1
Pakistan,Qadirpur Ran,161,4,3,1,152,4,1,1,161,4
France,Quimper,48,1,1,1,42,1,2,1,48,1
Colombia,Quinchia,87,2,3,1,1,1,6,1,87,2
Mexico,Quiroga,49,1,1,1,11,1,4,1,49,1
Greece,Rafina,93,2,1,1,41,1,6,1,93,2
India,Rajnagar,158,4,3,1,124,3,0,1,158,4
France,Pierrelatte,64,2,2,1,18,1,5,1,64,2
Spain,Pilas,23,1,0,1,23,1,2,1,22,1
China,Pingxiang,77,2,2,1,23,1,7,1,77,2
United States of America,Placerville,70,2,2,1,20,1,10,1,70,2
United States of America,Pleasant Prairie,55,2,1,1,14,1,17,1,55,2
Brazil,Pombos,40,1,1,1,9,1,4,1,40,1
Spain,Ponferrada,20,1,0,1,16,1,3,1,20,1
Portugal,Ponte De Sor,27,1,0,1,27,1,1,1,21,1
Italy,Porcia,71,2,1,1,29,1,3,1,71,2
Italy,Olgiate Comasco,97,2,1,1,56,2,0,1,97,2
Poland,Olkusz,64,2,1,1,45,1,0,1,64,2
Switzerland,Olten,57,2,1,1,50,1,0,1,57,2
United States of America,Opa Locka,31,1,1,1,30,1,2,1,31,1
Russia,Opochka,35,1,1,1,35,1,0,1,13,1
Serbia,Orahovac,106,3,1,1,40,1,0,1,106,3
United States of America,Orangevale,53,2,1,1,25,1,7,1,53,2
Russia,Orekhovo Zuevo,39,1,1,1,39,1,2,1,28,1
Canada,Oshawa,38,1,1,1,23,1,3,1,38,1
France,Ostwald,69,2,1,1,61,2,0,1,69,2
Burkina Faso,Ouahigouya,81,2,1,1,35,1,0,1,81,2
Belgium,Oupeye,56,2,1,1,41,1,1,1,56,2
United States of America,Pacific Grove,41,1,1,1,34,1,1,1,41,1
Germany,Paderborn,51,2,1,1,44,1,0,1,51,2
Philippines,Pagadian,44,1,1,1,18,1,1,1,44,1
India,Palakollu,151,4,3,1,40,1,5,1,151,4
Italy,Palermo,61,2,1,1,51,2,0,1,61,2
Brazil,Palhoca,37,1,0,1,24,1,0,1,37,1
India,Pali,173,4,1,1,26,1,2,1,173,4
United States of America,Palisades Park,54,2,1,1,40,1,4,1,54,2
Australia,Palmerston,264,5,9,1,2,1,17,1,264,5
Bulgaria,Panagjuriste,56,2,1,1,47,1,0,1,56,2
Panama,Panama,61,2,1,1,28,1,3,1,61,2
India,Rampur Hat,151,4,4,1,28,1,14,1,151,4
India,Rayadrug,52,2,1,1,26,1,2,1,52,2
Russia,Raychikhinsk,106,3,2,1,41,1,1,1,106,3
Zimbabwe,Redcliffe,25,1,0,1,25,1,0,1,18,1
United States of America,Redlands,96,2,3,1,23,1,13,1,96,2
Brazil,Remanso,28,1,0,1,20,1,0,1,28,1
Belgium,Retie,48,1,1,1,39,1,1,1,48,1
Germany,Rhede,44,1,1,1,39,1,1,1,44,1
Brazil,Rio Negro,24,1,1,1,14,1,0,1,24,1
Spain,Ripollet,55,2,1,1,55,2,1,1,52,2
India,Robertsganj,169,4,3,1,66,2,4,1,169,4
United States of America,Rochester Hills,47,1,1,1,32,1,1,1,47,1
United States of America,Rock Hill,49,1,1,1,49,1,1,1,14,1
Australia,Rockhampton,25,1,0,1,25,1,4,1,13,1
China,Rongcheng,143,3,4,1,4,1,23,1,143,3
India,Madhogarh,172,4,4,1,95,2,5,1,172,4
United States of America,Madison Heights,55,2,1,1,34,1,1,1,55,2
India,Mahiari,198,4,10,1,3,1,24,1,198,4
Niger,Maine Soroa,106,3,2,1,68,2,0,1,106,3
Philippines,Malabanban,72,2,1,1,27,1,6,1,72,2
Nepal,Malangwa,111,3,3,1,43,1,3,1,111,3
Spain,Malgrat De Mar,45,1,1,1,45,1,1,1,37,1
Brazil,Mamanguape,25,1,0,1,25,1,0,1,23,1
Ghana,Mampong,39,1,1,1,25,1,0,1,39,1
Guinea,Mandiana,42,1,1,1,21,1,0,1,42,1
United Republic of Tanzania,Maposeni,28,1,0,1,19,1,0,1,28,1
Portugal,Margaride,38,1,0,1,38,1,0,1,15,1
Romania,Marghita,54,2,1,1,47,1,0,1,54,2
Brazil,Codajas,36,1,1,1,4,1,0,1,36,1
United Kingdom of Great Britain and Northern Ireland,Coleraine,31,1,1,1,29,1,2,1,31,1
United States of America,Commerce,117,3,3,1,17,1,26,1,117,3
Peru,Contamana,26,1,1,1,5,1,0,1,26,1
Italy,Conversano,59,2,1,1,58,2,0,1,59,2
Brazil,Coracao De Jesus,23,1,0,1,23,1,0,1,16,1
France,Coueron,40,1,1,1,40,1,0,1,21,1
France,Courrieres,48,1,1,1,38,1,1,1,48,1
Mexico,Cozumel,30,1,0,1,25,1,0,1,30,1
Australia,Craigieburn,71,2,2,1,0,1,20,1,71,2
United Kingdom of Great Britain and Northern Ireland,Crowthorne,34,1,1,1,33,1,1,1,34,1
Brazil,Cruzeiro Do Sul,28,1,1,1,5,1,0,1,28,1
Hungary,Csorna,68,2,1,1,68,2,0,1,61,2
Indonesia,Curug,281,5,15,1,6,1,59,2,281,5
Thailand,Phon,93,2,2,1,14,1,5,1,93,2
Greece,Pilaia,65,2,1,1,59,2,0,1,65,2
Philippines,Pili,72,2,1,1,20,1,1,1,72,2
Pakistan,Pindi Bhattian,175,4,4,1,78,2,8,1,175,4
Brazil,Piquete,52,2,1,1,20,1,0,1,52,2
Guinea,Pita,90,2,1,1,19,1,0,1,90,2
Mauritius,Plaine Magnien,55,2,1,1,27,1,0,1,55,2
Germany,Plettenberg,54,2,1,1,45,1,0,1,54,2
Romania,Ploiesti,59,2,1,1,44,1,0,1,59,2
United States of America,Plover,54,2,1,1,29,1,0,1,54,2
Russia,Podolsk,39,1,1,1,32,1,7,1,39,1
Greece,Polikhni,67,2,1,1,62,2,0,1,67,2
United States of America,Port Saint John,91,2,1,1,91,2,1,1,29,1
Finland,Porvoo,34,1,1,1,34,1,1,1,8,1
Spain,Pozuelo De Alarcon,42,1,0,1,42,1,0,1,10,1
Russia,Prokopyevsk,41,1,1,1,26,1,6,1,41,1
Serbia,Prokuplje,56,2,1,1,48,1,0,1,56,2
Russia,Promyshlennaya,38,1,1,1,23,1,2,1,38,1
Greece,Ptolemais,116,3,1,1,38,1,1,1,116,3
Venezuela (Bolivarian Republic of),Punto Fijo,84,2,1,1,28,1,0,1,84,2
Peru,Puquio,11,1,0,1,11,1,0,1,5,1
Azerbaijan,Pushkino,82,2,1,1,46,1,0,1,82,2
Ecuador,Puyo,48,1,1,1,3,1,0,1,48,1
Myanmar,Pyay,31,1,1,1,18,1,0,1,31,1
