country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category
Russia,Navashino,36,1,1,1,35,1,0,1,36,1
Japan,Nayoro,32,1,1,1,32,1,0,1,10,1
New Zealand,Nelson,14,1,0,1,12,1,1,1,14,1
India,Nepa Nagar,96,2,1,1,38,1,0,1,96,2
Russia,Nerekhta,47,1,1,1,24,1,2,1,47,1
France,Nevers,51,2,1,1,30,1,1,1,51,2
Philippines,New Visayas,39,1,1,1,19,1,0,1,39,1
,New York,70,2,2,1,20,1,18,1,70,2
United States of America,Newnan,73,2,3,1,18,1,20,1,73,2
United Republic of Tanzania,Ngerengere,26,1,0,1,15,1,0,1,26,1
Niger,Niamey,56,2,2,1,24,1,1,1,56,2
Malaysia,Nibong Tebal,66,2,1,1,47,1,0,1,66,2
South Africa,Nigel,174,4,10,1,13,1,13,1,174,4
Japan,Niimi,35,1,1,1,35,1,2,1,26,1
India,Nilanga,136,3,1,1,38,1,0,1,136,3
Russia,Nizhniy Novgorod,48,1,1,1,29,1,3,1,48,1
Russia,Nogliki,22,1,1,1,22,1,0,1,14,1
Thailand,Nong Chik,57,2,1,1,32,1,0,1,57,2
Thailand,Nonthaburi,63,2,1,1,25,1,1,1,63,2
Philippines,Norala,30,1,1,1,17,1,0,1,30,1
Germany,Nordstemmen,59,2,1,1,40,1,4,1,59,2
United States of America,Norfolk,34,1,1,1,34,1,8,1,26,1
United States of America,North Bellmore,68,2,2,1,17,1,22,1,68,2
United States of America,North Valley Stream,72,2,2,1,18,1,21,1,72,2
Serbia,Novi Pazar,71,2,1,1,43,1,0,1,71,2
Russia,Novoaleksandrovsk,33,1,1,1,33,1,0,1,22,1
Czechia,Novy Jicin,71,2,1,1,40,1,2,1,71,2
Uruguay,Nueva Helvecia,19,1,0,1,17,1,2,1,19,1
United Kingdom of Great Britain and Northern Ireland,Nuneaton,33,1,1,1,33,1,3,1,20,1
Japan,Obanazawa,55,2,1,1,45,1,2,1,55,2
Russia,Oktyabrsk,53,2,1,1,41,1,0,1,53,2
Russia,Oktyabrskiy,62,2,1,1,20,1,11,1,62,2
Peru,Morropon,58,2,1,1,5,1,2,1,58,2
Greece,Moskhaton,109,3,2,1,41,1,8,1,109,3
India,Mount Abu,167,4,1,1,30,1,0,1,167,4
Russia,Mozdok,74,2,1,1,44,1,0,1,74,2
Russia,Mozhga,54,2,1,1,36,1,0,1,54,2
India,Muddebihal,129,3,1,1,35,1,1,1,129,3
United Republic of Tanzania,Muheza,27,1,0,1,19,1,0,1,27,1
Zambia,Mumbwa,76,2,2,1,17,1,1,1,76,2
India,Mundgod,26,1,1,1,26,1,1,1,22,1
Indonesia,Muntilan,71,2,1,1,37,1,1,1,71,2
Russia,Murom,37,1,1,1,35,1,0,1,37,1
India,Murshidabad,86,2,2,1,46,1,3,1,86,2
Switzerland,Muttenz,63,2,1,1,29,1,3,1,63,2
India,Muttupet,61,2,1,1,37,1,0,1,61,2
United Republic of Tanzania,Mvomero,32,1,1,1,16,1,0,1,32,1
Tunisia,Naftah,89,2,1,1,43,1,0,1,89,2
Japan,Namie,54,2,1,1,53,2,1,1,54,2
France,Nancy,63,2,1,1,32,1,1,1,63,2
India,Nangal,152,4,3,1,143,3,1,1,152,4
France,Chaumont,58,2,1,1,30,1,2,1,58,2
Russia,Chernyshevsk,33,1,1,1,33,1,0,1,9,1
France,Chevilly Larue,72,2,2,1,20,1,6,1,72,2
United States of America,Chicago Ridge,41,1,2,1,33,1,8,1,41,1
United States of America,Chico,48,1,1,1,20,1,8,1,48,1
India,Chikmagalur,25,1,0,1,20,1,0,1,25,1
Japan,Chiryu,56,2,2,1,49,1,3,1,56,2
India,Chittaurgarh,207,5,1,1,35,1,0,1,207,5
Zambia,Choma,37,1,1,1,21,1,0,1,37,1
Peru,Chosica,179,4,9,1,5,1,25,1,179,4
India,Churhat,191,4,2,1,82,2,2,1,191,4
United States of America,Cicero,50,1,2,1,33,1,9,1,50,1
Indonesia,Ciparay,91,2,2,1,52,2,1,1,91,2
Italy,Ciro Marina,61,2,1,1,49,1,1,1,61,2
France,Claye Souilly,66,2,1,1,21,1,5,1,66,2
United States of America,Commerce City,55,2,1,1,10,1,13,1,55,2
Belgium,Aarschot,44,1,1,1,29,1,3,1,44,1
Japan,Abashiri,35,1,1,1,35,1,0,1,29,1
United States of America,Abington,63,2,2,1,18,1,16,1,63,2
Sudan,Abu Zabad,59,2,2,1,11,1,0,1,59,2
Italy,Adrano,50,1,1,1,32,1,2,1,50,1
Germany,Aerzen,35,1,1,1,35,1,1,1,34,1
United States of America,Agawam,66,2,2,1,10,1,17,1,66,2
Italy,Agliana,80,2,1,1,39,1,4,1,80,2
India,Akalkot,86,2,0,1,26,1,0,1,86,2
,Akcakoca,50,1,1,1,32,1,0,1,50,1
Turkmenistan,Akdepe,57,2,1,1,43,1,0,1,57,2
Turkey,Akhisar,64,2,1,1,38,1,1,1,64,2
United States of America,Albany,41,1,1,1,15,1,8,1,41,1
United States of America,Albuquerque,63,2,1,1,30,1,4,1,63,2
Spain,Alcala La Real,31,1,1,1,18,1,2,1,31,1
,Alcudia,101,3,1,1,49,1,1,1,101,3
Germany,Alfter,58,2,1,1,30,1,4,1,58,2
Portugal,Alges,39,1,1,1,39,1,3,1,17,1
Uzbekistan,Almazar,88,2,1,1,48,1,1,1,88,2
Portugal,Canecas,37,1,1,1,37,1,4,1,17,1
United States of America,Canyon Lake,66,2,2,1,5,1,19,1,66,2
Italy,Cardito,63,2,1,1,63,2,3,1,58,2
Italy,Casale Monferrato,75,2,2,1,29,1,8,1,75,2
Peru,Casma,27,1,0,1,19,1,0,1,27,1
Italy,Castellaneta,57,2,1,1,44,1,2,1,57,2
Italy,Castiglione Delle Stiviere,79,2,2,1,28,1,7,1,79,2
Chile,Castro,18,1,0,1,18,1,1,1,10,1
Peru,Catacaos,43,1,1,1,19,1,1,1,43,1
United States of America,Catonsville,59,2,1,1,46,1,4,1,59,2
Italy,Ceglie Messapica,54,2,1,1,50,1,2,1,54,2
United States of America,Celina,39,1,1,1,29,1,6,1,39,1
Italy,Cerreto Guidi,67,2,1,1,47,1,3,1,67,2
United Republic of Tanzania,Chala,18,1,0,1,18,1,0,1,11,1
Pakistan,Chambar,172,4,1,1,43,1,0,1,172,4
United States of America,Champaign,55,2,1,1,26,1,7,1,55,2
Mauritius,Baie Du Tombeau,32,1,0,1,27,1,0,1,32,1
China,Baisha,158,4,3,1,158,4,2,1,113,3
United States of America,Baker,71,2,1,1,13,1,7,1,71,2
Russia,Balashikha,128,3,4,1,9,1,36,1,128,3
United States of America,Ballwin,51,2,1,1,42,1,3,1,51,2
Malaysia,Bandar Maharani,75,2,1,1,31,1,0,1,75,2
Thailand,Bang Kruai,59,2,1,1,23,1,1,1,59,2
Thailand,Bang Len,45,1,1,1,26,1,1,1,45,1
Brazil,Barueri,170,4,6,1,1,1,20,1,170,4
Ukraine,Bashtanka,40,1,1,1,40,1,0,1,18,1
Italy,Bassano Del Grappa,62,2,2,1,38,1,4,1,62,2
Sri Lanka,Battaramulla,66,2,0,1,23,1,0,1,66,2
United States of America,Bayonne,107,3,3,1,16,1,26,1,107,3
Russia,Bazhovo,34,1,1,1,34,1,1,1,21,1
Malaysia,Beaufort,63,2,6,1,36,1,0,1,63,2
United States of America,Broomfield,52,2,1,1,14,1,11,1,52,2
Czechia,Bruntal,96,2,1,1,36,1,2,1,96,2
Germany,Budingen,65,2,1,1,41,1,2,1,65,2
Philippines,Buenlag,58,2,0,1,23,1,1,1,58,2
Romania,Buftea,39,1,1,1,39,1,2,1,38,1
Romania,Bumbesti Jiu,38,1,1,1,38,1,0,1,19,1
United Kingdom of Great Britain and Northern Ireland,Burnley,62,2,1,1,14,1,11,1,62,2
Germany,Burstadt,57,2,1,1,43,1,2,1,57,2
Russia,Buzuluk,56,2,1,1,37,1,0,1,56,2
Viet Nam,Ca Mau,50,1,1,1,33,1,0,1,50,1
Philippines,Cabayangan,30,1,0,1,15,1,0,1,30,1
Brazil,Cabo Frio,50,1,1,1,24,1,2,1,50,1
Philippines,Cadiz,54,2,1,1,23,1,0,1,54,2
Brazil,Caieiras,165,4,6,1,1,1,19,1,165,4
Peru,Cajabamba,27,1,1,1,4,1,0,1,27,1
Brazil,Camaqua,35,1,1,1,18,1,1,1,35,1
Brazil,Camaragibe,37,1,0,1,19,1,1,1,37,1
United States of America,Camarillo,51,2,2,1,29,1,12,1,51,2
United Kingdom of Great Britain and Northern Ireland,Cambridge,30,1,1,1,30,1,3,1,14,1
Brazil,Campo Formoso,16,1,0,1,13,1,0,1,16,1
Guatemala,Colomba,103,3,3,1,6,1,13,1,103,3
Brazil,Conselheiro Pena,48,1,1,1,4,1,2,1,48,1
Chile,Coquimbo,29,1,0,1,29,1,0,1,20,1
Romania,Costesti,39,1,1,1,39,1,1,1,20,1
Germany,Crailsheim,50,1,1,1,41,1,3,1,50,1
Italy,Crispiano,58,2,1,1,47,1,2,1,58,2
Brazil,Cruzeiro Do Oeste,50,1,1,1,14,1,1,1,50,1
Venezuela (Bolivarian Republic of),Cua,56,2,1,1,13,1,9,1,56,2
Dominican Republic,Dajabon,94,2,3,1,6,1,11,1,94,2
United States of America,Teaneck,53,2,1,1,40,1,4,1,53,2
Indonesia,Tegal,149,3,4,1,25,1,9,1,149,3
India,Tekanpur,168,4,4,1,45,1,6,1,168,4
Kazakhstan,Tekeli,51,2,1,1,18,1,1,1,51,2
Brazil,Terra Boa,30,1,1,1,16,1,0,1,30,1
Mexico,Texcoco,320,6,5,1,26,1,10,1,320,6
Pakistan,Thatta,117,3,1,1,20,1,2,1,117,3
Colombia,Tibu,68,2,1,1,32,1,0,1,68,2
Brazil,Timbauba,25,1,0,1,25,1,0,1,20,1
Guatemala,Tiquisate,86,2,2,1,38,1,2,1,86,2
India,Tiruchchirappalli,121,3,3,1,26,1,6,1,121,3
,Titusville,93,2,1,1,93,2,1,1,27,1
Mexico,Tlaxcoapan,151,4,1,1,32,1,2,1,151,4
,Togitsu,38,1,1,1,36,1,7,1,38,1
Japan,Tokyo,79,2,1,1,28,1,17,1,79,2
Japan,Tomioka,67,2,2,1,10,1,11,1,67,2
Spain,Torremolinos,42,1,1,1,42,1,0,1,30,1
China,Toufen,155,4,5,1,34,1,36,1,155,4
Italy,Triggiano,60,2,1,1,52,2,0,1,60,2
Madagascar,Tsihombe,27,1,0,1,27,1,0,1,26,1
Indonesia,Tuban,61,2,1,1,15,1,3,1,61,2
Mexico,Tultitlan,199,4,2,1,38,1,5,1,199,4
China,Tungkang,53,2,1,1,19,1,11,1,53,2
India,Tuni,93,2,3,1,40,1,2,1,93,2
Brazil,Tupi Paulista,51,2,1,1,28,1,0,1,51,2
India,Tura,75,2,2,1,23,1,4,1,75,2
Belgium,Turnhout,46,1,1,1,39,1,1,1,46,1
Germany,Uelzen,44,1,1,1,44,1,0,1,24,1
United Republic of Tanzania,Uvinza,37,1,1,1,28,1,0,1,37,1
Latvia,Valga,33,1,1,1,33,1,0,1,13,1
India,Varangaon,151,4,2,1,27,1,6,1,151,4
Brazil,Vargem Grande,41,1,0,1,17,1,0,1,41,1
Serbia,Velika Plana,58,2,1,1,58,2,0,1,57,2
,Velsen,38,1,1,1,38,1,0,1,34,1
Netherlands,Venlo,50,1,1,1,37,1,1,1,50,1
Mexico,Venustiano Carranza,46,1,1,1,29,1,0,1,46,1
Argentina,Viedma,23,1,0,1,16,1,0,1,23,1
Russia,Engels,40,1,1,1,40,1,1,1,28,1
United States of America,Enid,49,1,1,1,45,1,1,1,49,1
India,Erattupetta,96,2,2,1,16,1,5,1,96,2
Kazakhstan,Esil,80,2,1,1,27,1,0,1,80,2
Brazil,Esperanca,24,1,0,1,24,1,0,1,19,1
Brazil,Espinosa,23,1,0,1,23,1,0,1,18,1
Peru,Eten,50,1,0,1,24,1,0,1,50,1
United States of America,Excelsior Springs,56,2,1,1,47,1,2,1,56,2
United Kingdom of Great Britain and Northern Ireland,Falkirk,37,1,1,1,37,1,1,1,35,1
China,Fengxian,151,4,6,1,101,3,15,1,151,4
United States of America,Ferry Pass,86,2,2,1,86,2,1,1,39,1
Madagascar,Fianarantsoa,47,1,1,1,17,1,0,1,47,1
Ethiopia,Fiche,68,2,1,1,27,1,0,1,68,2
Italy,Foggia,62,2,1,1,62,2,0,1,54,2
France,Fontenay Sous Bois,70,2,1,1,46,1,1,1,70,2
Cameroon,Foumban,40,1,1,1,15,1,0,1,40,1
United States of America,Fountain Valley,63,2,2,1,27,1,13,1,63,2
United States of America,Franklin,48,1,1,1,43,1,1,1,48,1
Japan,Fukiage,83,2,2,1,18,1,18,1,83,2
Japan,Fukue,46,1,1,1,46,1,1,1,46,1
United States of America,Galion,47,1,1,1,37,1,2,1,47,1
China,Gaozhou,125,3,3,1,13,1,20,1,125,3
Burkina Faso,Garango,54,2,1,1,25,1,0,1,54,2
France,Garches,72,2,1,1,43,1,2,1,72,2
United States of America,Garden City,58,2,1,1,46,1,5,1,58,2
United States of America,Gardena,100,3,3,1,17,1,23,1,100,3
Brazil,Garibaldi,29,1,0,1,19,1,0,1,29,1
Colombia,Garzon,15,1,1,1,6,1,0,1,15,1
Indonesia,Gebog,161,4,5,1,2,1,22,1,161,4
Belgium,Gembloux,55,2,1,1,41,1,1,1,55,2
Netherlands,Gendringen,40,1,1,1,38,1,0,1,40,1
Russia,Georgievsk,43,1,1,1,43,1,1,1,32,1
India,Ghazipur,176,4,4,1,93,2,5,1,176,4
Philippines,Dalipuga,61,2,1,1,17,1,3,1,61,2
Poland,Darlowo,35,1,1,1,35,1,0,1,23,1
India,Daund,159,4,2,1,33,1,6,1,159,4
United States of America,Delray Beach,36,1,1,1,36,1,0,1,22,1
United States of America,Derby,51,2,1,1,48,1,2,1,51,2
Brazil,Descalvado,60,2,1,1,27,1,0,1,60,2
Nepal,Dharan,101,3,3,1,33,1,2,1,101,3
India,Dhaulpur,171,4,4,1,50,1,7,1,171,4
India,Dhrangadhra,150,4,1,1,29,1,1,1,150,4
Netherlands,Diemen,38,1,0,1,38,1,0,1,30,1
Belgium,Diest,53,2,1,1,38,1,1,1,53,2
Germany,Dietzenbach,61,2,1,1,61,2,0,1,60,2
,Dinard,45,1,1,1,30,1,3,1,45,1
United Republic of Tanzania,Dodoma,21,1,0,1,21,1,0,1,18,1
Italy,Domodossola,83,2,1,1,39,1,0,1,83,2
Brazil,Dracena,50,1,1,1,23,1,0,1,50,1
Norway,Drobak,45,1,1,1,45,1,0,1,15,1
United States of America,Dublin,43,1,1,1,41,1,1,1,43,1
Belgium,Duffel,51,2,1,1,38,1,2,1,51,2
United Kingdom of Great Britain and Northern Ireland,Dundee,38,1,1,1,38,1,0,1,29,1
United States of America,Eagan,52,2,1,1,32,1,1,1,52,2
United States of America,East Brainerd,58,2,1,1,58,2,0,1,19,1
United States of America,East Hartford,51,2,1,1,46,1,2,1,51,2
Japan,Ebina,73,2,1,1,32,1,9,1,73,2
United Kingdom of Great Britain and Northern Ireland,Eccles,37,1,1,1,36,1,1,1,37,1
Germany,Edewecht,39,1,1,1,39,1,0,1,30,1
Germany,Edingen Neckarhausen,62,2,1,1,60,2,0,1,62,2
Spain,El Ejido,38,1,1,1,38,1,0,1,37,1
Mexico,El Mante,54,2,1,1,29,1,0,1,54,2
Honduras,El Paraiso,29,1,1,1,17,1,0,1,29,1
Honduras,El Progreso,76,2,1,1,22,1,0,1,76,2
Spain,El Vendrell,46,1,1,1,46,1,0,1,45,1
Russia,Elban,172,4,15,1,32,1,11,1,172,4
Lithuania,Elektrenai,35,1,1,1,35,1,0,1,21,1
Ghana,Elmina,29,1,0,1,23,1,0,1,29,1
Kazakhstan,Emba,58,2,1,1,37,1,0,1,58,2
Germany,Rothenbach,63,2,1,1,51,2,0,1,63,2
United States of America,Round Rock,28,1,0,1,21,1,2,1,28,1
United States of America,Rubidoux,109,3,3,1,16,1,19,1,109,3
Germany,Ruthen,54,2,1,1,43,1,0,1,54,2
India,Sadri,154,4,1,1,32,1,1,1,154,4
Russia,Safonovo,37,1,1,1,37,1,0,1,15,1
Russia,Sagopshi,44,1,1,1,44,1,1,1,32,1
France,Saint Malo,40,1,1,1,31,1,3,1,40,1
Pakistan,Sakrand,149,3,1,1,23,1,1,1,149,3
Canada,Salaberry De Valleyfield,37,1,1,1,26,1,0,1,37,1
Italy,Salemi,57,2,1,1,57,2,0,1,56,2
Brazil,Salgueiro,20,1,0,1,20,1,0,1,15,1
Russia,Samara,40,1,1,1,40,1,2,1,25,1
India,Sambalpur,157,4,2,1,72,2,1,1,157,4
India,Sambhal,164,4,5,1,33,1,9,1,164,4
India,Sonamura,102,3,3,1,12,1,8,1,102,3
Denmark,Sonderborg,42,1,1,1,42,1,0,1,23,1
Germany,Spaichingen,61,2,1,1,51,2,0,1,61,2
United States of America,Spencer,48,1,1,1,43,1,1,1,48,1
,Split,93,2,1,1,44,1,0,1,93,2
Netherlands,Stadskanaal,37,1,0,1,37,1,0,1,31,1
Uzbekistan,Stantsiya Gorchakovo,125,3,1,1,38,1,9,1,125,3
United States of America,Statesville,48,1,1,1,48,1,1,1,19,1
Germany,Stein,62,2,1,1,52,2,0,1,62,2
Russia,Stroitel,46,1,1,1,38,1,0,1,46,1
Republic of North Macedonia,Strumica,64,2,1,1,46,1,0,1,64,2
Spain,Sueca,36,1,1,1,36,1,0,1,20,1
Japan,Sugito,82,2,1,1,26,1,18,1,82,2
India,Sumbal,152,4,3,1,37,1,3,1,152,4
Japan,Sumoto,72,2,2,1,22,1,10,1,72,2
Italy,Piacenza,72,2,1,1,60,2,0,1,72,2
United States of America,Picayune,50,1,1,1,36,1,1,1,50,1
Brazil,Picui,24,1,0,1,24,1,0,1,19,1
United States of America,Pinellas Park,85,2,1,1,85,2,1,1,14,1
Brazil,Pinheiro,31,1,0,1,18,1,0,1,31,1
Brazil,Pio Xii,28,1,0,1,16,1,0,1,28,1
Italy,Piossasco,74,2,1,1,49,1,0,1,74,2
Brazil,Piracicaba,72,2,1,1,29,1,1,1,72,2
Brazil,Piritiba,23,1,0,1,20,1,0,1,23,1
Czechia,Pisek,66,2,1,1,49,1,0,1,66,2
Russia,Pitkyaranta,35,1,1,1,35,1,0,1,17,1
United States of America,Plainfield,52,2,1,1,40,1,2,1,52,2
France,Poitiers,39,1,1,1,39,1,0,1,28,1
Ukraine,Poltava,46,1,1,1,44,1,0,1,46,1
Thailand,Pong,56,2,1,1,14,1,2,1,56,2
India,Ponneri,145,3,4,1,37,1,7,1,145,3
Italy,Pontassieve,65,2,1,1,65,2,0,1,48,1
United States of America,Port Hueneme,51,2,1,1,38,1,3,1,51,2
,Port De Bouc,48,1,1,1,48,1,2,1,40,1
Italy,Potenza,51,2,1,1,51,2,0,1,36,1
Mexico,Progreso Industrial,181,4,4,1,24,1,9,1,181,4
Russia,Psebay,41,1,1,1,41,1,0,1,26,1
,Pulupandan,65,2,1,1,33,1,2,1,65,2
India,Pundri,162,4,4,1,45,1,9,1,162,4
Chile,Purranque,22,1,1,1,22,1,1,1,18,1
Syrian Arab Republic,Qatana,72,2,1,1,72,2,1,1,59,2
Colombia,Quibdo,17,1,1,1,17,1,0,1,11,1
Poland,Radlin,68,2,1,1,45,1,0,1,68,2
India,Rahuri,153,4,1,1,35,1,2,1,153,4
India,Raikot,165,4,5,1,41,1,12,1,165,4
India,Rajsamand,151,4,1,1,29,1,3,1,151,4
United States of America,Ramsey,51,2,1,1,32,1,1,1,51,2
India,Ramtek,172,4,3,1,34,1,11,1,172,4
Germany,Raubling,65,2,1,1,61,2,0,1,65,2
United Kingdom of Great Britain and Northern Ireland,Redcar,46,1,1,1,38,1,0,1,46,1
United States of America,Rehoboth,50,1,1,1,44,1,2,1,50,1
United Kingdom of Great Britain and Northern Ireland,Reigate,33,1,1,1,33,1,1,1,30,1
Germany,Reinbek,43,1,1,1,43,1,0,1,22,1
Finland,Riihimaki,36,1,1,1,36,1,1,1,6,1
Mexico,Rincon De Romos,40,1,1,1,29,1,0,1,40,1
Uruguay,Rio Branco,18,1,0,1,18,1,0,1,8,1
Brazil,Rio Das Pedras,74,2,1,1,30,1,1,1,74,2
United States of America,Rio Grande City,38,1,0,1,23,1,0,1,38,1
Spain,Ripoll,41,1,1,1,41,1,0,1,32,1
India,Risod,154,4,2,1,23,1,4,1,154,4
United States of America,Riverside,95,2,3,1,23,1,17,1,95,2
Ecuador,Rocafuerte,50,1,1,1,23,1,0,1,50,1
France,Roche La Moliere,60,2,1,1,47,1,0,1,60,2
Sierra Leone,Rokupr,21,1,1,1,20,1,0,1,21,1
Kenya,Rongai,85,2,2,1,12,1,1,1,85,2
Poland,Olsztyn,39,1,1,1,39,1,0,1,20,1
Japan,Onomichi,51,2,1,1,46,1,3,1,51,2
United States of America,Opportunity,43,1,1,1,23,1,2,1,43,1
Namibia,Oshakati,43,1,0,1,32,1,0,1,43,1
United States of America,Ossining,51,2,1,1,45,1,1,1,51,2
Mexico,Ozumba,161,4,1,1,38,1,3,1,161,4
South Africa,Paarl,171,4,6,1,15,1,9,1,171,4
Russia,Pallasovka,50,1,1,1,50,1,0,1,11,1
United States of America,Palm Desert,49,1,1,1,30,1,3,1,49,1
Spain,Palma,42,1,1,1,42,1,0,1,31,1
Cuba,Palmira,43,1,1,1,34,1,0,1,43,1
United States of America,Palos Heights,58,2,1,1,36,1,4,1,58,2
Indonesia,Pamanukan,156,4,3,1,22,1,9,1,156,4
,Pambujan,26,1,0,1,26,1,0,1,20,1
Brazil,Panelas,23,1,0,1,23,1,0,1,17,1
,Papara,27,1,0,1,27,1,0,1,17,1
India,Parola,153,4,1,1,34,1,2,1,153,4
Italy,Partinico,59,2,1,1,55,2,0,1,59,2
United States of America,Pasco,37,1,1,1,28,1,2,1,37,1
India,Pasighat,59,2,2,1,9,1,3,1,59,2
Brazil,Passira,23,1,0,1,23,1,0,1,19,1
United States of America,Pearl City,35,1,0,1,35,1,0,1,34,1
Brazil,Coelho Neto,34,1,0,1,18,1,0,1,34,1
Guatemala,Comalapa,65,2,2,1,18,1,3,1,65,2
Dominican Republic,Constanza,102,3,1,1,35,1,0,1,102,3
Mexico,Contla,190,4,1,1,35,1,3,1,190,4
Italy,Corato,60,2,1,1,60,2,0,1,41,1
United States of America,Crystal Lake,52,2,1,1,32,1,3,1,52,2
India,Dahanu,76,2,1,1,19,1,1,1,76,2
Serbia,Pec,95,2,1,1,39,1,0,1,95,2
Romania,Pechea,50,1,1,1,49,1,0,1,50,1
United Kingdom of Great Britain and Northern Ireland,Penicuik,39,1,1,1,39,1,0,1,32,1
United States of America,Pennsville,49,1,1,1,49,1,1,1,38,1
United States of America,Pensacola,82,2,2,1,82,2,1,1,35,1
India,Perambalur,107,3,2,1,25,1,6,1,107,3
Cuba,Perico,30,1,1,1,30,1,0,1,24,1
United States of America,Perry Hall,46,1,1,1,44,1,2,1,46,1
Haiti,Petit Goave,103,3,1,1,36,1,0,1,103,3
Thailand,Phayuha Khiri,57,2,1,1,17,1,2,1,57,2
France,Marignane,47,1,1,1,47,1,3,1,42,1
France,Marly,54,2,1,1,42,1,1,1,54,2
Madagascar,Marovoay,47,1,1,1,21,1,0,1,47,1
Switzerland,Martigny,64,2,1,1,38,1,0,1,64,2
Japan,Marugame,55,2,1,1,32,1,5,1,55,2
Brazil,Maues,27,1,1,1,5,1,0,1,27,1
India,Mayang Imphal,90,2,3,1,2,1,6,1,90,2
United States of America,Mayfield Heights,56,2,1,1,37,1,2,1,56,2
Myanmar,Maymyo,69,2,2,1,4,1,2,1,69,2
Bangladesh,Mehendiganj,80,2,2,1,21,1,5,1,80,2
Russia,Melenki,35,1,1,1,35,1,0,1,26,1
Argentina,Mendoza,45,1,1,1,16,1,4,1,45,1
China,Mengyin,164,4,6,1,54,2,18,1,164,4
Indonesia,Merauke,34,1,0,1,21,1,0,1,34,1
Italy,Mercato San Severino,69,2,1,1,69,2,0,1,54,2
Germany,Merchweiler,63,2,1,1,55,2,0,1,63,2
United States of America,Midvale,47,1,1,1,40,1,3,1,47,1
United States of America,Milpitas,50,1,1,1,31,1,4,1,50,1
United States of America,Minneapolis,52,2,1,1,30,1,2,1,52,2
Russia,Minyar,40,1,1,1,40,1,0,1,9,1
Brazil,Miracema Do Tocantins,26,1,0,1,19,1,0,1,26,1
Brazil,Miracema,30,1,0,1,24,1,0,1,30,1
Japan,Misawa,91,2,3,1,36,1,8,1,91,2
Japan,Mitsuke,116,3,3,1,20,1,14,1,116,3
Botswana,Mochudi,39,1,1,1,31,1,0,1,39,1
Chile,Molina,97,2,4,1,2,1,5,1,97,2
Brazil,Moncao,30,1,0,1,17,1,0,1,30,1
India,Monoharpur,151,4,3,1,19,1,9,1,151,4
Italy,Monselice,87,2,1,1,63,2,0,1,87,2
Italy,Montemurlo,67,2,1,1,67,2,0,1,43,1
India,Moram,160,4,2,1,33,1,3,1,160,4
Sri Lanka,Moratuwa,89,2,1,1,20,1,3,1,89,2
Malta,Mosta,70,2,1,1,70,2,0,1,42,1
Peru,Motupe,38,1,1,1,18,1,0,1,38,1
Kenya,Moyale,30,1,0,1,15,1,0,1,30,1
Mexico,Moyotzingo,332,6,3,1,26,1,8,1,332,6
Turkey,Mut,46,1,1,1,46,1,0,1,34,1
Cameroon,Muyuka,55,2,1,1,22,1,0,1,55,2
Czechia,Nachod,58,2,1,1,41,1,0,1,58,2
Iran (Islamic Republic of),Nahavand,116,3,1,1,28,1,1,1,116,3
Canada,Nanticoke,31,1,1,1,31,1,0,1,31,1
India,Kanchrapara,172,4,5,1,126,3,5,1,172,4
Togo,Kande,59,2,1,1,15,1,0,1,59,2
India,Kanth,175,4,4,1,175,4,1,1,157,4
China,Kaohsiung,97,2,2,1,97,2,2,1,77,2
Indonesia,Karanganom,57,2,1,1,32,1,0,1,57,2
Russia,Kasimov,34,1,1,1,34,1,0,1,32,1
Georgia,Kaspi,33,1,1,1,33,1,0,1,31,1
India,Kayattar,55,2,0,1,25,1,0,1,55,2
India,Kesinga,113,3,1,1,39,1,0,1,113,3
India,Khanapur,63,2,0,1,22,1,0,1,63,2
Nepal,Khandbari,34,1,1,1,32,1,0,1,34,1
Tunisia,Duz,124,3,1,1,44,1,0,1,124,3
United States of America,East Brunswick,55,2,2,1,28,1,11,1,55,2
United States of America,East Hemet,55,2,1,1,15,1,10,1,55,2
United States of America,East Lake,52,2,1,1,20,1,10,1,52,2
Belgium,Edegem,63,2,1,1,27,1,8,1,63,2
Spain,Eibar,62,2,1,1,17,1,3,1,62,2
Nigeria,Ekpoma,58,2,2,1,18,1,1,1,58,2
Guatemala,El Estor,38,1,1,1,13,1,1,1,38,1
Spain,El Puerto De Santa Maria,28,1,0,1,28,1,2,1,12,1
Colombia,El Zulia,62,2,1,1,8,1,3,1,62,2
United States of America,Elk Grove Village,65,2,2,1,14,1,19,1,65,2
United States of America,Ellensburg,58,2,1,1,40,1,1,1,58,2
United States of America,Dothan,58,2,2,1,26,1,8,1,58,2
Germany,Drochtersen,57,2,1,1,29,1,6,1,57,2
Ukraine,Dunayivtsi,56,2,1,1,31,1,1,1,56,2
Brazil,Marilia,22,1,1,1,7,1,1,1,22,1
Colombia,Mariquita,61,2,2,1,5,1,4,1,61,2
United States of America,Marshfield,42,1,1,1,26,1,3,1,42,1
Italy,Martina Franca,47,1,1,1,47,1,1,1,27,1
India,Mawana,157,4,3,1,119,3,1,1,157,4
,Maxixe,38,1,1,1,24,1,0,1,38,1
,Mazatlan,27,1,1,1,23,1,0,1,27,1
Kingdom of Eswatini,Mbabane,114,3,2,1,21,1,3,1,114,3
Central African Republic,Mbaiki,86,2,2,1,15,1,0,1,86,2
